customer_id,company_name,industry,company_size_band,country,signup_date,acquisition_channel,assigned_csm
CUST00621,Higgins-Smith,Retail,SMB,India,2025-10-19,Paid,
CUST00622,Gibbs-Bradley,Financial Services,SMB,India,2023-05-06,Referral,
CUST00623,Thompson Ltd,Software,Mid-Market,United States,2025-07-02,Organic,Gabrielle Davis
CUST00624,Wilcox-Robertson,Hospitality,Enterprise,India,2023-06-01,Organic,Angie Henderson
CUST00625,Morales Inc,Logistics,SMB,United States,2023-10-30,Paid,
CUST00626,Holden Group,Construction,Mid-Market,Germany,2023-12-07,Outbound Sales,
CUST00627,Boyle-Smith,Logistics,Mid-Market,Singapore,2025-10-28,Paid,Allison Hill
CUST00628,Young-Molina,Logistics,Mid-Market,India,2025-07-16,Paid,Ryan Munoz
CUST00629,Turner-Sharp,Education,SMB,France,2025-04-14,Paid,
CUST00630,Green LLC,Software,SMB,Netherlands,2025-06-04,Outbound Sales,
CUST00631,"Young, Contreras and Marshall",Software,Mid-Market,United States,2025-06-27,Paid,Abigail Shaffer
CUST00632,Sullivan PLC,Software,Mid-Market,France,2023-11-02,Outbound Sales,Noah Rhodes
CUST00633,"Carrillo, Vaughn and Fowler",Education,SMB,United States,2024-09-09,Paid,
CUST00634,Richardson-Walker,Media,SMB,France,2024-01-18,Outbound Sales,
CUST00635,Mendoza Group,Logistics,Mid-Market,United States,2024-04-07,Organic,Abigail Shaffer
CUST00636,"Zhang, Brooks and Miles",Hospitality,SMB,Germany,2025-10-02,Outbound Sales,
CUST00637,Todd-Pham,Retail,SMB,United States,2024-09-17,Organic,
CUST00638,Gill Ltd,Hospitality,SMB,United Kingdom,2024-10-26,Outbound Sales,
CUST00639,"Marks, Miller and Griffin",Software,SMB,France,2025-11-07,Paid,
CUST00640,"Cox, Stark and Rodriguez",Logistics,SMB,France,2025-09-29,Organic,
CUST00641,"Leach, Harris and Herrera",Hospitality,Mid-Market,Canada,2024-05-20,Outbound Sales,
CUST00642,Murphy PLC,Logistics,Mid-Market,Singapore,2025-07-22,Paid,
CUST00643,Wilson-Harris,Retail,SMB,Germany,2024-05-02,Referral,
CUST00644,"Burns, Nolan and Griffin",Software,SMB,United States,2023-03-05,Referral,
CUST00645,Chavez PLC,Construction,SMB,United States,2023-12-11,Organic,
CUST00646,Bryant-Brown,Software,Enterprise,United States,2024-10-26,Organic,Daniel Wagner
CUST00647,Chambers-Parker,Manufacturing,SMB,Australia,2024-07-16,Organic,
CUST00648,Foster Inc,Software,SMB,United States,2025-11-11,Referral,
CUST00649,"Robinson, Jones and Henderson",Manufacturing,SMB,United Kingdom,2025-03-16,Referral,
CUST00650,"Brown, Mcknight and Michael",Financial Services,SMB,Canada,2024-12-12,Outbound Sales,
CUST00651,Andersen Group,Financial Services,SMB,United States,2025-04-27,Organic,
CUST00652,Mitchell and Sons,Hospitality,SMB,Germany,2024-06-03,Paid,
CUST00653,Cannon Ltd,Software,SMB,Canada,2024-12-18,Organic,
CUST00654,"Stuart, Brooks and Vance",Healthcare,SMB,Canada,2025-03-29,Referral,
CUST00655,Kane-Knox,Logistics,SMB,United States,2025-07-08,Paid,
CUST00656,Miller-Brandt,Media,Mid-Market,Singapore,2025-02-05,Paid,
CUST00657,"Anderson, Dalton and Wilson",Media,SMB,United States,2025-09-18,Outbound Sales,
CUST00658,"Long, Anderson and Irwin",Healthcare,SMB,United Kingdom,2025-08-22,Outbound Sales,
CUST00659,Avila LLC,Manufacturing,SMB,Netherlands,2024-11-24,Paid,
CUST00660,Nunez-Stephens,Logistics,SMB,Germany,2023-11-23,Paid,
CUST00661,"Gray, Hall and Murray",Media,SMB,Ireland,2025-03-28,Paid,
CUST00662,Hill Ltd,Manufacturing,SMB,United Kingdom,2023-11-12,Paid,
CUST00663,Johnson Ltd,Retail,Mid-Market,Germany,2025-06-29,Organic,Gina Moore
CUST00664,Mendez-Mayer,Manufacturing,Mid-Market,Canada,2023-04-09,Outbound Sales,
CUST00665,Allen Inc,Construction,SMB,United States,2025-08-01,Referral,
CUST00666,Wheeler Group,Manufacturing,Mid-Market,Singapore,2025-02-28,Organic,
CUST00667,"Powers, Brennan and Sanchez",Hospitality,Mid-Market,India,2024-04-20,Organic,
CUST00668,Morales and Sons,Financial Services,Mid-Market,Netherlands,2025-07-28,Referral,
CUST00669,"Robinson, Shields and Brown",Manufacturing,Enterprise,Australia,2025-05-14,Organic,Daniel Wagner
CUST00670,"Holder, Young and Hendricks",Logistics,Mid-Market,United States,2024-05-30,Paid,Daniel Wagner
CUST00671,"Flores, Harper and Chambers",Media,SMB,United Kingdom,2025-10-16,Paid,
CUST00672,Young-Walter,Education,SMB,Germany,2024-11-19,Outbound Sales,
CUST00673,"Boyd, Gutierrez and Hill",Financial Services,Mid-Market,United States,2025-06-20,Organic,
CUST00674,"Fry, Hobbs and Buck",Logistics,Mid-Market,United States,2024-08-09,Organic,
CUST00675,"Shelton, Peters and Williams",Logistics,SMB,Australia,2024-08-04,Referral,
CUST00676,David-Powers,Manufacturing,Mid-Market,India,2024-05-12,Organic,
CUST00677,"Flores, Butler and Hernandez",Construction,SMB,United Kingdom,2023-08-09,Organic,
CUST00678,White-Medina,Software,Enterprise,United States,2025-03-27,Organic,Cristian Santos
CUST00679,Atkinson LLC,Unknown,SMB,Netherlands,2025-10-06,Paid,
CUST00680,"Thomas, Ford and Brown",Manufacturing,Enterprise,Singapore,2025-09-13,Organic,Abigail Shaffer
CUST00681,Faulkner-Grant,Hospitality,SMB,United States,2025-11-30,Paid,
CUST00682,Price LLC,Education,Mid-Market,Singapore,2025-11-29,Organic,Gina Moore
CUST00683,Rivera Inc,Logistics,SMB,United States,2023-07-09,Paid,
CUST00684,Boone-Davis,Financial Services,Mid-Market,United States,2025-05-28,Organic,Angie Henderson
CUST00685,"Calderon, Williams and Bennett",Healthcare,Mid-Market,Australia,2025-07-30,Organic,
CUST00686,"Morrison, Russo and Lopez",Software,Mid-Market,Canada,2025-05-09,Outbound Sales,
CUST00687,"Ramsey, Hansen and Mendoza",Retail,Mid-Market,Ireland,2025-07-27,Paid,
CUST00688,Turner-Stout,Software,SMB,United States,2025-04-22,Outbound Sales,
CUST00689,Giles Ltd,Manufacturing,SMB,Canada,2024-06-09,Outbound Sales,
CUST00690,Burgess Group,Manufacturing,Mid-Market,Singapore,2025-07-03,Referral,Gabrielle Davis
CUST00691,Dominguez Ltd,Construction,SMB,Germany,2025-06-11,Paid,
CUST00692,Sanders and Sons,Software,SMB,Canada,2025-06-19,Referral,
CUST00693,"Morris, Campbell and Owens",Education,SMB,United States,2025-05-16,Referral,
CUST00694,"Howard, Green and Hunt",Hospitality,Mid-Market,United Kingdom,2025-06-05,Outbound Sales,Jamie Arnold
CUST00695,Owens-Lang,Healthcare,SMB,India,2025-04-30,Referral,
CUST00696,"Harrison, Franco and Rocha",Healthcare,Mid-Market,Ireland,2025-03-13,Paid,Daniel Wagner
CUST00697,Edwards-Williams,Financial Services,SMB,Australia,2024-08-17,Outbound Sales,
CUST00698,Figueroa Inc,Financial Services,Mid-Market,United Kingdom,2023-10-05,Organic,Abigail Shaffer
CUST00699,Tran-Silva,Manufacturing,SMB,Australia,2025-10-02,Outbound Sales,
CUST00700,"Butler, Hernandez and Rivera",Retail,SMB,Netherlands,2025-10-05,Organic,
CUST00701,Hudson-Sanchez,Software,SMB,Singapore,2025-11-29,Organic,
CUST00702,"Pena, Cohen and Scott",Hospitality,Mid-Market,Ireland,2025-01-21,Outbound Sales,Gina Moore
CUST00703,Levy-May,Logistics,SMB,United States,2025-11-18,Outbound Sales,
CUST00704,Murray-Oconnor,Financial Services,Enterprise,United States,2024-11-21,Organic,Ryan Munoz
CUST00705,Jackson-Cortez,Hospitality,SMB,United Kingdom,2024-08-08,Organic,
CUST00706,White-Preston,Construction,SMB,Ireland,2025-07-28,Outbound Sales,
CUST00707,"Bernard, Warren and Combs",Retail,SMB,India,2024-10-02,Organic,
CUST00708,Landry Ltd,Hospitality,SMB,United States,2024-10-27,Referral,
CUST00709,Duran Group,Financial Services,SMB,Singapore,2024-03-21,Paid,
CUST00710,Kirby and Sons,Media,SMB,United States,2025-02-05,Paid,
CUST00711,Mann Inc,Construction,Mid-Market,United States,2025-04-11,Paid,Daniel Wagner
CUST00712,Wagner LLC,Hospitality,Mid-Market,United States,2025-02-07,Organic,
CUST00713,Williamson Ltd,Healthcare,SMB,Singapore,2023-10-17,Paid,
CUST00714,"Durham, Hopkins and Smith",Retail,Mid-Market,Australia,2025-06-05,Outbound Sales,
CUST00715,"Arnold, Smith and Moreno",Software,SMB,Canada,2025-09-10,Outbound Sales,
CUST00716,Nichols-Mitchell,Retail,SMB,United States,2025-02-08,Referral,
CUST00717,"Li, Craig and Drake",Construction,SMB,Singapore,2024-11-01,Outbound Sales,
CUST00718,Rodriguez Inc,Software,SMB,United Kingdom,2025-07-30,Organic,
CUST00719,"Hernandez, Lee and Fox",Logistics,Enterprise,United States,2025-04-03,Referral,Gina Moore
CUST00720,Adams-Sanders,Media,Mid-Market,United States,2025-03-24,Paid,
CUST00721,Chung-Stevens,Media,SMB,Australia,2024-05-09,Organic,
CUST00722,Branch and Sons,Manufacturing,SMB,Singapore,2024-08-25,Outbound Sales,
CUST00723,Sutton-Abbott,Healthcare,Mid-Market,United States,2024-11-12,Outbound Sales,Abigail Shaffer
CUST00724,"Frey, Santos and Johnson",Media,SMB,Canada,2025-09-13,Outbound Sales,
CUST00725,Gray-Tran,Software,Mid-Market,United States,2024-06-17,Outbound Sales,Cristian Santos
CUST00726,Walsh Ltd,Retail,SMB,United States,2025-09-27,Outbound Sales,
CUST00727,Miller Group,Logistics,Mid-Market,United States,2025-01-17,Paid,Gabrielle Davis
CUST00728,"Mueller, Knight and Hodge",Software,SMB,France,2023-09-04,Organic,
CUST00729,Jacobson Inc,Construction,SMB,Netherlands,2025-01-24,Paid,
CUST00730,Lewis Ltd,Media,SMB,Canada,2024-12-26,Referral,
CUST00731,"Alvarez, Williams and Jones",Hospitality,Mid-Market,United Kingdom,2025-09-04,Organic,Daniel Wagner
CUST00732,Lam-Elliott,Media,SMB,United States,2025-02-23,Referral,
CUST00733,White LLC,Education,SMB,Canada,2023-10-01,Organic,
CUST00734,Ali PLC,Media,SMB,Singapore,2024-04-08,Organic,
CUST00735,Goodwin Ltd,Retail,SMB,United States,2025-07-08,Organic,
CUST00736,Hickman-Evans,Logistics,SMB,United States,2024-11-16,Outbound Sales,
CUST00737,"Allen, Davenport and Price",Retail,Mid-Market,United States,2025-08-05,Organic,
CUST00738,"Rivera, Campos and Taylor",Construction,Mid-Market,France,2024-11-23,Organic,Abigail Shaffer
CUST00739,"Ramsey, Mason and Mccann",Financial Services,Mid-Market,Canada,2025-08-06,Organic,Abigail Shaffer
CUST00740,Davis and Sons,Construction,SMB,Ireland,2025-06-05,Outbound Sales,
CUST00741,Peterson PLC,Manufacturing,Mid-Market,Germany,2024-09-24,Outbound Sales,
CUST00742,"Sanders, Ayala and Johnson",Media,Enterprise,India,2024-08-17,Organic,
CUST00743,Bowers-Hayes,Logistics,SMB,Germany,2025-06-28,Referral,
CUST00744,Kelly Group,Financial Services,SMB,United States,2023-12-02,Paid,
CUST00745,Lopez-Willis,Unknown,SMB,Singapore,2025-10-30,Organic,
CUST00746,Miller-Montgomery,Manufacturing,Enterprise,United States,2023-12-27,Organic,Ryan Munoz
CUST00747,Marquez Inc,Hospitality,SMB,Ireland,2025-01-08,Paid,
CUST00748,Moore-Dawson,Manufacturing,SMB,Germany,2025-07-24,Outbound Sales,
CUST00749,"Moore, Price and Ward",Retail,Enterprise,Singapore,2025-07-27,Organic,Abigail Shaffer
CUST00750,Smith LLC,Education,SMB,Germany,2024-12-12,Paid,
CUST00751,Ward-Nelson,Media,Enterprise,Netherlands,2024-09-20,Referral,Abigail Shaffer
CUST00752,Miller Group,Logistics,SMB,United States,2024-10-16,Paid,
CUST00753,Hawkins-Hunt,Media,SMB,India,2025-03-10,Organic,
CUST00754,Johnson LLC,Financial Services,SMB,Australia,2024-12-29,Organic,
CUST00755,"Davis, George and Nguyen",Construction,SMB,Netherlands,2024-10-17,Referral,
CUST00756,Smith-Gutierrez,Manufacturing,Enterprise,Singapore,2025-04-02,Referral,
CUST00757,Hardy PLC,Construction,SMB,United States,2023-05-17,Outbound Sales,
CUST00758,Armstrong and Sons,Media,SMB,Australia,2025-01-21,Organic,
CUST00759,"James, Taylor and Turner",Media,SMB,United States,2025-04-21,Referral,
CUST00760,Thomas-Jackson,Unknown,Mid-Market,Canada,2024-01-15,Organic,
CUST00761,Fisher-Washington,Construction,SMB,France,2025-08-30,Outbound Sales,
CUST00762,Ward and Sons,Financial Services,Enterprise,United Kingdom,2024-10-20,Organic,Abigail Shaffer
CUST00763,"Weber, Wheeler and Gonzalez",Hospitality,Mid-Market,United Kingdom,2024-06-26,Referral,Angie Henderson
CUST00764,Taylor Inc,Media,Mid-Market,United Kingdom,2025-09-02,Outbound Sales,
CUST00765,Cook-Oliver,Healthcare,SMB,United Kingdom,2025-08-23,Paid,
CUST00766,Alexander-Jordan,Manufacturing,SMB,United Kingdom,2025-02-03,Outbound Sales,
CUST00767,"Mccann, Taylor and Flores",Retail,SMB,Singapore,2025-09-02,Paid,
CUST00768,"Harris, Edwards and Oconnell",Financial Services,SMB,France,2024-02-09,Outbound Sales,
CUST00769,Carter-Neal,Retail,SMB,United States,2025-01-29,Paid,
CUST00770,Faulkner-Casey,Healthcare,Mid-Market,Ireland,2025-03-30,Referral,Jamie Arnold
CUST00771,Bennett-Velasquez,Healthcare,SMB,United States,2025-05-02,Outbound Sales,
CUST00772,Diaz-Frederick,Logistics,SMB,United Kingdom,2025-03-23,Paid,
CUST00773,Vargas PLC,Healthcare,Mid-Market,Australia,2024-11-11,Organic,Angie Henderson
CUST00774,Maldonado PLC,Software,SMB,United Kingdom,2025-06-10,Referral,
CUST00775,Benton Group,Logistics,SMB,United States,2024-04-03,Outbound Sales,
CUST00776,"Clark, Salinas and Guerra",Manufacturing,SMB,United States,2025-10-01,Referral,
CUST00777,Fuentes Group,Retail,SMB,India,2025-11-10,Organic,
CUST00778,"Porter, Schultz and Allen",Hospitality,Enterprise,France,2025-05-16,Referral,Angie Henderson
CUST00779,"Moore, Henderson and Bennett",Retail,Mid-Market,Canada,2025-06-11,Paid,
CUST00780,Ewing-Mendoza,Hospitality,Mid-Market,United States,2025-09-07,Paid,
CUST00781,Ferguson-Mclean,Media,SMB,United Kingdom,2025-10-19,Organic,
CUST00782,"Barnes, Johnson and Schmitt",Financial Services,SMB,Canada,2024-09-15,Referral,
CUST00783,"Woodard, Herrera and Little",Healthcare,SMB,United States,2023-04-18,Outbound Sales,
CUST00784,Rodriguez and Sons,Education,SMB,India,2024-10-19,Referral,
CUST00785,"Ortega, Jackson and Salazar",Healthcare,Enterprise,United Kingdom,2025-08-11,Organic,
CUST00786,"Terrell, Byrd and Ross",Retail,SMB,Australia,2025-05-31,Referral,
CUST00787,Sheppard-Jordan,Hospitality,Enterprise,United States,2025-05-08,Organic,Abigail Shaffer
CUST00788,Garcia and Sons,Media,SMB,United Kingdom,2024-04-08,Organic,
CUST00789,"Burgess, Grant and Watts",Hospitality,Mid-Market,Netherlands,2023-12-12,Paid,Jamie Arnold
CUST00790,Griffin Group,Healthcare,SMB,Germany,2025-04-25,Organic,
CUST00791,Barton-Chapman,Healthcare,SMB,Singapore,2025-11-18,Organic,
CUST00792,"Hernandez, Cuevas and Webb",Construction,Enterprise,France,2024-12-18,Organic,Allison Hill
CUST00793,Perry-Nixon,Logistics,Mid-Market,United Kingdom,2023-07-31,Referral,Angie Henderson
CUST00794,Guerra Ltd,Hospitality,Mid-Market,United States,2023-09-05,Referral,Gabrielle Davis
CUST00795,Bailey LLC,Logistics,Enterprise,Canada,2024-08-15,Referral,Abigail Shaffer
CUST00796,Mueller-Boyd,Healthcare,Enterprise,United Kingdom,2025-03-22,Organic,Noah Rhodes
CUST00797,Alvarez-Kim,Manufacturing,Mid-Market,Singapore,2024-06-23,Organic,
CUST00798,"Chavez, Jones and Williams",Hospitality,Enterprise,United States,2025-01-10,Paid,
CUST00799,"Wilson, Sweeney and Wong",Construction,SMB,United States,2025-07-24,Organic,
CUST00800,"Marsh, Spears and Yang",Hospitality,SMB,United States,2024-11-28,Paid,
CUST00801,"Thompson, Moore and Castro",Education,Mid-Market,Singapore,2025-07-29,Organic,Gabrielle Davis
CUST00802,Hall-Sullivan,Software,SMB,United Kingdom,2024-12-09,Referral,
CUST00803,Lopez Ltd,Manufacturing,SMB,United Kingdom,2025-06-22,Organic,
CUST00804,Foster-Mclaughlin,Manufacturing,SMB,Netherlands,2025-10-09,Organic,
CUST00805,Cole Group,Logistics,SMB,United States,2025-06-08,Outbound Sales,
CUST00806,Smith-Lewis,Retail,Mid-Market,United Kingdom,2024-04-03,Referral,Gina Moore
CUST00807,Goodwin-Stokes,Manufacturing,Mid-Market,United States,2023-12-07,Outbound Sales,Daniel Wagner
CUST00808,Ray PLC,Financial Services,Enterprise,Ireland,2025-08-16,Referral,Jamie Arnold
CUST00809,Diaz and Sons,Construction,Enterprise,United States,2025-01-23,Referral,Angie Henderson
CUST00810,Wilson-Lambert,Software,SMB,United States,2025-04-01,Outbound Sales,
CUST00811,Rose-Fowler,Construction,Enterprise,Germany,2025-09-01,Referral,Gabrielle Davis
CUST00812,"Price, Long and Wilson",Education,SMB,Singapore,2023-09-04,Outbound Sales,
CUST00813,Bruce-Williamson,Hospitality,SMB,United States,2025-08-01,Organic,
CUST00814,"Mccarthy, Evans and Mendez",Retail,SMB,United States,2025-11-20,Referral,
CUST00815,Powers LLC,Media,SMB,Germany,2025-04-20,Referral,
CUST00816,Allen Inc,Healthcare,Mid-Market,United Kingdom,2024-08-16,Outbound Sales,Jamie Arnold
CUST00817,Brooks and Sons,Financial Services,Mid-Market,United States,2025-05-10,Referral,Daniel Wagner
CUST00818,"Price, Carlson and Andrews",Logistics,SMB,United States,2025-04-28,Outbound Sales,
CUST00819,Lopez-Reid,Media,Mid-Market,United States,2025-01-31,Outbound Sales,Abigail Shaffer
CUST00820,"Ellison, Arias and Thompson",Retail,SMB,United States,2023-12-07,Organic,Abigail Shaffer
CUST00821,Burns and Sons,Financial Services,Mid-Market,United Kingdom,2025-03-21,Organic,Gina Moore
CUST00822,Edwards Group,Software,Mid-Market,Ireland,2023-10-01,Outbound Sales,
CUST00823,"Brown, Howard and Smith",Retail,Mid-Market,Canada,2023-11-13,Organic,
CUST00824,Lee Group,Financial Services,SMB,France,2024-12-08,Organic,
CUST00825,"Wagner, Simpson and Cohen",Media,SMB,Canada,2025-06-23,Outbound Sales,
CUST00826,Mckinney-Wallace,Manufacturing,Mid-Market,Germany,2025-11-04,Organic,Gina Moore
CUST00827,Miller Inc,Financial Services,SMB,United States,2025-06-01,Referral,
CUST00828,Carter LLC,Logistics,SMB,India,2024-09-29,Referral,
CUST00829,Medina and Sons,Software,SMB,United States,2023-12-31,Outbound Sales,
CUST00830,Cunningham-Barton,Logistics,Mid-Market,United States,2024-12-04,Referral,
CUST00831,Dunn-Wilson,Logistics,SMB,United States,2025-07-01,Paid,
CUST00832,Adams PLC,Healthcare,SMB,Canada,2025-09-16,Outbound Sales,
CUST00833,Weaver-Sherman,Education,SMB,United States,2025-03-21,Paid,
CUST00834,"Alexander, Robinson and Coleman",Retail,SMB,United States,2024-01-01,Paid,
CUST00835,"Greer, Potter and Evans",Healthcare,SMB,Ireland,2025-01-06,Paid,
CUST00836,Cole LLC,Manufacturing,Enterprise,Australia,2025-08-27,Paid,Abigail Shaffer
CUST00837,Gonzales Inc,Software,SMB,Germany,2025-06-14,Paid,
CUST00838,Clark Ltd,Construction,Mid-Market,United States,2025-04-10,Referral,
CUST00839,"Norris, Callahan and Bishop",Software,Mid-Market,Netherlands,2025-02-16,Referral,
CUST00840,Martin-Taylor,Media,SMB,United States,2024-08-24,Paid,
CUST00841,Li Inc,Manufacturing,Mid-Market,United States,2024-02-19,Outbound Sales,Abigail Shaffer
CUST00842,"Bell, Campbell and Ryan",Retail,SMB,Australia,2025-03-16,Organic,
CUST00843,Werner-Carter,Healthcare,SMB,Australia,2025-03-18,Organic,
CUST00844,"Adams, Hodge and Duke",Healthcare,Mid-Market,United States,2025-02-14,Referral,Monica Herrera
CUST00845,"Ochoa, Taylor and Brady",Hospitality,SMB,Australia,2025-10-11,Outbound Sales,
CUST00846,Sellers-Riddle,Healthcare,Mid-Market,United Kingdom,2025-05-20,Paid,Gina Moore
CUST00847,"Martinez, Cline and Wright",Healthcare,Mid-Market,Canada,2024-10-30,Outbound Sales,Abigail Shaffer
CUST00848,"Morris, Wright and Bridges",Manufacturing,SMB,United States,2025-08-01,Referral,
CUST00849,Burns-Ray,Retail,Mid-Market,United Kingdom,2025-07-26,Paid,Ryan Munoz
CUST00850,Burton-Brooks,Media,Enterprise,United States,2024-02-11,Referral,
CUST00851,Schultz Inc,Education,SMB,United States,2024-10-13,Paid,
CUST00852,Robertson-Ramirez,Construction,Mid-Market,Ireland,2025-01-12,Paid,Ryan Munoz
CUST00853,Gibson-Freeman,Software,SMB,Netherlands,2024-12-14,Paid,
CUST00854,"Smith, Schroeder and Oconnor",Education,SMB,Germany,2023-10-27,Outbound Sales,
CUST00855,"Stanton, Reid and Terry",Manufacturing,Mid-Market,France,2024-03-27,Paid,
CUST00856,Flynn Group,Software,Mid-Market,United Kingdom,2024-10-12,Organic,Daniel Wagner
CUST00857,Donaldson and Sons,Logistics,SMB,India,2024-06-06,Organic,
CUST00858,Adams-Clayton,Software,Mid-Market,Netherlands,2025-04-09,Paid,
CUST00859,Kelley-Anderson,Healthcare,SMB,United States,2025-04-02,Outbound Sales,
CUST00860,Kramer-Shannon,Media,SMB,United States,2024-03-27,Paid,
CUST00861,Williams Ltd,Logistics,SMB,France,2025-07-26,Referral,
CUST00862,Smith-Noble,Software,SMB,Canada,2025-05-13,Outbound Sales,
CUST00863,Alexander Inc,Software,SMB,France,2024-02-17,Outbound Sales,
CUST00864,Harris-Barker,Education,SMB,India,2023-09-05,Paid,
CUST00865,Khan LLC,Media,Mid-Market,France,2025-06-08,Paid,
CUST00866,Baxter LLC,Hospitality,Enterprise,United States,2025-11-22,Organic,
CUST00867,Pena LLC,Retail,SMB,United States,2025-01-03,Referral,
CUST00868,Watson Ltd,Unknown,SMB,Australia,2025-10-13,Paid,
CUST00869,Williams Ltd,Financial Services,SMB,United States,2025-08-31,Outbound Sales,
CUST00870,Barber-Fischer,Retail,SMB,India,2025-03-25,Outbound Sales,
CUST00871,Rios-Padilla,Manufacturing,Mid-Market,Australia,2024-12-14,Outbound Sales,
CUST00872,Lewis Inc,Media,Mid-Market,United States,2025-05-10,Referral,Noah Rhodes
CUST00873,Wheeler PLC,Education,SMB,Australia,2025-07-31,Paid,
CUST00874,"Wallace, Smith and Cooper",Healthcare,Mid-Market,United States,2025-01-04,Organic,Noah Rhodes
CUST00875,Mcneil Group,Financial Services,SMB,United Kingdom,2023-10-03,Paid,
CUST00876,"Anderson, Jones and Reyes",Education,SMB,United Kingdom,2025-09-10,Organic,
CUST00877,"Shaffer, Garcia and Richardson",Education,SMB,United States,2025-04-07,Referral,
CUST00878,Taylor-Ayala,Software,Mid-Market,France,2023-09-27,Organic,Connie Lawrence
CUST00879,May Ltd,Retail,SMB,Canada,2025-05-22,Organic,
CUST00880,Jones PLC,Retail,Mid-Market,United States,2023-11-29,Organic,Gina Moore
CUST00881,Bishop and Sons,Logistics,SMB,Canada,2024-07-16,Paid,
CUST00882,Bell-Lewis,Healthcare,Mid-Market,France,2024-03-15,Paid,
CUST00883,"Hernandez, Jenkins and Parks",Construction,SMB,United States,2025-06-07,Referral,
CUST00884,Miller Inc,Hospitality,SMB,United Kingdom,2023-07-15,Paid,
CUST00885,Goodwin PLC,Financial Services,SMB,France,2025-04-23,Referral,
CUST00886,"Cruz, Richmond and Edwards",Software,SMB,United States,2024-01-04,Organic,
CUST00887,Wright Ltd,Media,Mid-Market,Canada,2025-01-29,Outbound Sales,Daniel Wagner
CUST00888,Wright PLC,Financial Services,SMB,United States,2025-08-10,Outbound Sales,
CUST00889,"Griffith, Mitchell and Pugh",Financial Services,Enterprise,Singapore,2024-06-24,Paid,Noah Rhodes
CUST00890,Abbott Ltd,Healthcare,Enterprise,United States,2025-08-19,Paid,Daniel Wagner
CUST00891,Harris-Lawson,Media,SMB,Australia,2025-09-06,Outbound Sales,
CUST00892,Adkins LLC,Education,SMB,Germany,2024-03-11,Paid,
CUST00893,"Brown, Hurst and Blevins",Retail,SMB,Canada,2025-11-29,Organic,
CUST00894,Cruz-Allen,Construction,SMB,United States,2024-04-06,Outbound Sales,
CUST00895,"Wheeler, Rice and Levine",Manufacturing,Enterprise,Ireland,2024-06-06,Paid,Gina Moore
CUST00896,Peck-Anderson,Manufacturing,SMB,United Kingdom,2024-10-29,Referral,
CUST00897,"Fisher, Payne and Thompson",Manufacturing,SMB,Canada,2025-03-24,Referral,
CUST00898,Best-Townsend,Software,Mid-Market,United States,2024-10-26,Outbound Sales,
CUST00899,Matthews Inc,Software,SMB,Germany,2025-04-03,Outbound Sales,
CUST00900,Lewis-Livingston,Education,Mid-Market,Canada,2024-03-01,Organic,Noah Rhodes
CUST00901,Hunter-Fuller,Media,Mid-Market,Canada,2024-08-27,Organic,
CUST00902,"Wang, Henderson and Morales",Healthcare,SMB,India,2023-07-15,Referral,
CUST00903,"Herrera, Jensen and Ramirez",Manufacturing,SMB,Canada,2023-12-26,Referral,
CUST00904,Miller-Mccall,Financial Services,SMB,Canada,2025-10-10,Organic,Gina Moore
CUST00905,Herrera Group,Retail,Enterprise,Australia,2025-10-07,Referral,
CUST00906,"Walters, Davenport and Becker",Media,SMB,India,2025-10-18,Referral,
CUST00907,Collins Group,Media,SMB,United States,2024-07-17,Paid,
CUST00908,"Ashley, Allen and Sanchez",Education,Mid-Market,United Kingdom,2025-05-04,Organic,Cristian Santos
CUST00909,Wilson-Salazar,Media,SMB,Canada,2024-06-12,Organic,
CUST00910,Parker Ltd,Financial Services,Mid-Market,United States,2025-05-25,Referral,
CUST00911,"Yang, Wilson and Zimmerman",Manufacturing,Enterprise,United States,2024-03-30,Outbound Sales,Angie Henderson
CUST00912,"Smith, Crawford and Reed",Healthcare,Mid-Market,Germany,2025-06-12,Outbound Sales,
CUST00913,"Logan, Le and Jackson",Financial Services,Mid-Market,United States,2025-10-01,Organic,Abigail Shaffer
CUST00914,Brady LLC,Manufacturing,Enterprise,United States,2024-06-19,Organic,
CUST00915,"Tanner, Wise and Johnson",Retail,SMB,Germany,2024-07-09,Outbound Sales,
CUST00916,Nelson-Brown,Education,SMB,United Kingdom,2024-06-07,Outbound Sales,
CUST00917,"Proctor, Burton and Crawford",Software,Enterprise,United States,2025-08-10,Outbound Sales,Daniel Wagner
CUST00918,"Ward, Porter and Bradley",Retail,Enterprise,United Kingdom,2024-02-27,Referral,Jamie Arnold
CUST00919,Moore-Ayala,Hospitality,Mid-Market,United States,2025-02-19,Paid,Allison Hill
CUST00920,"Craig, Wilson and Yang",Healthcare,Mid-Market,India,2024-07-02,Paid,Allison Hill
CUST00921,Williams Inc,Hospitality,SMB,India,2025-10-16,Paid,
CUST00922,Williams LLC,Logistics,Enterprise,Singapore,2024-05-06,Outbound Sales,Noah Rhodes
CUST00923,Mora-White,Software,SMB,United States,2025-02-06,Organic,
CUST00924,Tran Ltd,Manufacturing,SMB,Singapore,2025-09-29,Paid,
CUST00925,"Rios, Walker and Wright",Financial Services,Enterprise,India,2024-03-21,Referral,
CUST00926,"Flores, Mckenzie and Duncan",Retail,Mid-Market,United States,2025-02-16,Referral,
CUST00927,Shaw Inc,Retail,SMB,United States,2025-08-21,Outbound Sales,
