ticket_id,customer_id,created_date,priority,category,resolution_hours,csat_score
TKT0003556,CUST02551,2025-04-15,Low,Performance Issue,10.0,5
TKT0003557,CUST02551,2025-08-14,High,Performance Issue,7.0,1
TKT0003558,CUST02551,2025-08-02,High,Bug Report,60.0,1
TKT0003559,CUST00351,2025-11-10,Medium,Account Access,5.0,4
TKT0003560,CUST00351,2024-06-23,Low,Bug Report,73.0,3
TKT0003561,CUST00351,2024-09-21,Medium,Account Access,9.0,4
TKT0003562,CUST00351,2025-04-22,Urgent,Account Access,1.0,4
TKT0003563,CUST00351,2025-08-27,High,Account Access,3.0,5
TKT0003564,CUST00351,2025-03-02,Medium,Account Access,5.0,4
TKT0003565,CUST00351,2024-11-18,High,General Question,1.0,5
TKT0003566,CUST01716,2025-04-19,Medium,Onboarding Help,34.0,5
TKT0003567,CUST01716,2025-10-03,Low,Billing,5.0,3
TKT0003568,CUST01716,2024-07-16,Medium,Bug Report,29.0,5
TKT0003569,CUST01716,2025-08-01,Medium,Account Access,11.0,1
TKT0003570,CUST01716,2024-09-03,Low,Performance Issue,34.0,4
TKT0003571,CUST01716,2024-10-17,Low,Onboarding Help,7.0,5
TKT0003572,CUST01716,2024-12-25,Medium,Billing,35.0,4
TKT0003573,CUST01716,2025-06-07,Low,Billing,32.0,3
TKT0003574,CUST01716,2024-09-16,Medium,Onboarding Help,15.0,4
TKT0003575,CUST02655,2024-06-26,Urgent,Bug Report,74.0,1
TKT0003576,CUST02655,2024-08-06,High,Bug Report,35.0,2
TKT0003577,CUST01185,2025-06-15,Low,Account Access,8.0,4
TKT0003578,CUST01185,2025-02-15,Low,Onboarding Help,4.0,3
TKT0003579,CUST01185,2024-05-28,Low,Bug Report,18.0,3
TKT0003580,CUST01185,2025-01-18,Low,Performance Issue,7.0,4
TKT0003581,CUST01185,2025-07-07,Urgent,Account Access,5.0,4
TKT0003582,CUST01185,2025-03-31,Medium,Onboarding Help,1.0,3
TKT0003583,CUST01185,2025-03-27,High,General Question,7.0,4
TKT0003584,CUST02398,2024-07-27,Low,Billing,9.0,5
TKT0003585,CUST02398,2024-09-29,High,Bug Report,20.0,1
TKT0003586,CUST02398,2024-10-03,High,Billing,15.0,1
TKT0003587,CUST02398,2024-10-20,Urgent,Billing,30.0,1
TKT0003588,CUST00435,2024-11-23,High,Bug Report,14.0,2
TKT0003589,CUST00435,2025-08-08,Low,Performance Issue,2.0,5
TKT0003590,CUST00435,2025-02-21,Low,Onboarding Help,27.0,3
TKT0003591,CUST00435,2025-12-15,High,Feature Request,4.0,4
TKT0003592,CUST00435,2024-05-19,Low,Onboarding Help,1.0,4
TKT0003593,CUST00191,2025-08-22,Medium,Bug Report,6.0,3
TKT0003594,CUST00191,2025-04-21,Low,General Question,2.0,3
TKT0003595,CUST00191,2025-08-16,High,Billing,28.0,2
TKT0003596,CUST00191,2024-05-11,High,Account Access,32.0,5
TKT0003597,CUST00191,2025-02-11,Medium,Onboarding Help,30.0,4
TKT0003598,CUST00191,2024-06-30,Medium,Account Access,5.0,2
TKT0003599,CUST02001,2024-06-29,High,Bug Report,41.0,3
TKT0003600,CUST02001,2024-05-16,Low,Onboarding Help,17.0,5
TKT0003601,CUST02001,2024-06-26,Low,General Question,25.0,3
TKT0003602,CUST02001,2024-06-16,Urgent,Billing,35.0,1
TKT0003603,CUST02001,2024-07-14,Urgent,Bug Report,4.0,1
TKT0003604,CUST01737,2025-02-18,Medium,Feature Request,22.0,4
TKT0003605,CUST01737,2024-08-28,Medium,Billing,4.0,4
TKT0003606,CUST01737,2024-09-03,Low,Billing,30.0,4
TKT0003607,CUST01737,2024-05-26,Low,Onboarding Help,1.0,3
TKT0003608,CUST01737,2025-03-21,Low,Performance Issue,11.0,4
TKT0003609,CUST01737,2025-08-30,Low,Billing,3.0,5
TKT0003610,CUST01737,2024-08-09,Medium,Billing,5.0,2
TKT0003611,CUST01318,2024-06-12,Low,Account Access,43.0,2
TKT0003612,CUST01318,2025-05-28,Medium,General Question,11.0,1
TKT0003613,CUST01318,2025-03-10,High,Bug Report,1.0,5
TKT0003614,CUST01318,2025-02-04,Medium,Performance Issue,43.0,5
TKT0003615,CUST01318,2025-03-02,High,Billing,3.0,2
TKT0003616,CUST01318,2024-09-05,High,General Question,24.0,5
TKT0003617,CUST01318,2024-09-12,Low,Account Access,51.0,4
TKT0003618,CUST01318,2025-06-11,Low,Account Access,4.0,4
TKT0003619,CUST01318,2024-05-01,Low,Onboarding Help,81.0,5
TKT0003620,CUST01318,2025-10-17,Low,Onboarding Help,1.0,5
TKT0003621,CUST01318,2025-01-31,Medium,Onboarding Help,3.0,4
TKT0003622,CUST01318,2025-06-03,High,Account Access,10.0,2
TKT0003623,CUST01318,2025-04-20,Medium,General Question,83.0,4
TKT0003624,CUST01955,2024-11-30,Medium,General Question,24.0,4
TKT0003625,CUST01955,2025-06-25,Low,Billing,14.0,4
TKT0003626,CUST01955,2025-01-27,Low,Billing,10.0,4
TKT0003627,CUST01955,2024-12-20,Medium,Onboarding Help,11.0,5
TKT0003628,CUST01955,2025-04-24,Low,Onboarding Help,5.0,3
TKT0003629,CUST01955,2024-06-19,Low,Billing,38.0,5
TKT0003630,CUST01955,2024-12-07,Low,Billing,14.0,5
TKT0003631,CUST01955,2025-04-05,High,Billing,7.0,4
TKT0003632,CUST01955,2024-06-09,Low,Account Access,6.0,4
TKT0003633,CUST01955,2024-12-11,Low,General Question,44.0,3
TKT0003634,CUST01955,2024-09-30,Low,Onboarding Help,55.0,4
TKT0003635,CUST00373,2024-11-08,Medium,Billing,3.0,4
TKT0003636,CUST00373,2024-09-28,Urgent,Account Access,54.0,5
TKT0003637,CUST00373,2025-05-10,Low,General Question,3.0,3
TKT0003638,CUST00373,2025-05-07,Medium,General Question,27.0,5
TKT0003639,CUST00373,2025-12-16,Urgent,Performance Issue,53.0,5
TKT0003640,CUST00373,2024-09-21,High,Feature Request,39.0,5
TKT0003641,CUST00373,2024-05-10,Low,Feature Request,1.0,5
TKT0003642,CUST00373,2025-05-15,Low,Bug Report,12.0,3
TKT0003643,CUST00373,2024-10-26,Medium,Performance Issue,14.0,3
TKT0003644,CUST01734,2025-09-26,Low,General Question,37.0,3
TKT0003645,CUST01734,2024-10-03,Low,Account Access,14.0,2
TKT0003646,CUST01734,2025-04-05,Medium,Bug Report,1.0,5
TKT0003647,CUST01734,2025-05-26,High,Performance Issue,16.0,2
TKT0003648,CUST01734,2025-01-18,Low,Feature Request,1.0,4
TKT0003649,CUST01734,2025-08-22,High,Performance Issue,11.0,4
TKT0003650,CUST01734,2024-06-04,Medium,General Question,38.0,5
TKT0003651,CUST01734,2024-07-10,Low,Feature Request,5.0,4
TKT0003652,CUST01734,2024-06-18,Low,General Question,3.0,3
TKT0003653,CUST01734,2024-11-12,Low,General Question,10.0,1
TKT0003654,CUST01734,2024-12-26,Low,General Question,45.0,5
TKT0003655,CUST02268,2025-04-02,Low,Billing,37.0,4
TKT0003656,CUST02268,2024-08-07,Medium,Bug Report,7.0,5
TKT0003657,CUST02268,2025-07-22,Medium,Account Access,18.0,4
TKT0003658,CUST02268,2025-05-14,Low,Bug Report,8.0,5
TKT0003659,CUST02268,2024-10-17,Low,Account Access,4.0,5
TKT0003660,CUST02268,2025-06-13,High,Onboarding Help,35.0,4
TKT0003661,CUST02268,2025-08-21,Low,Billing,2.0,2
TKT0003662,CUST02268,2024-10-16,Low,General Question,10.0,1
TKT0003663,CUST02555,2025-08-04,Low,Performance Issue,20.0,5
TKT0003664,CUST02555,2025-05-06,Medium,Feature Request,13.0,4
TKT0003665,CUST02555,2025-01-21,High,General Question,3.0,1
TKT0003666,CUST02555,2024-09-28,Medium,General Question,17.0,2
TKT0003667,CUST02555,2024-11-25,Medium,Account Access,6.0,5
TKT0003668,CUST02555,2024-10-23,Medium,Account Access,24.0,4
TKT0003669,CUST02555,2024-12-05,Medium,Onboarding Help,9.0,2
TKT0003670,CUST02555,2024-09-20,Urgent,General Question,27.0,4
TKT0003671,CUST02555,2025-11-07,Medium,Performance Issue,21.0,5
TKT0003672,CUST02555,2024-05-14,Low,Onboarding Help,11.0,4
TKT0003673,CUST01585,2024-06-09,Medium,General Question,3.0,4
TKT0003674,CUST01585,2025-01-01,Medium,Bug Report,7.0,5
TKT0003675,CUST01585,2025-01-27,High,Performance Issue,11.0,1
TKT0003676,CUST01585,2025-01-23,Urgent,Performance Issue,21.0,2
TKT0003677,CUST01585,2024-12-14,Urgent,Bug Report,72.0,3
TKT0003678,CUST02574,2024-08-13,Medium,Feature Request,42.0,5
TKT0003679,CUST02574,2024-09-08,Medium,Feature Request,15.0,1
TKT0003680,CUST02574,2024-05-22,Medium,Feature Request,12.0,4
TKT0003681,CUST02574,2024-10-23,Urgent,Performance Issue,5.0,2
TKT0003682,CUST02574,2024-10-03,High,Billing,20.0,1
TKT0003683,CUST02574,2024-10-04,Urgent,Bug Report,21.0,2
TKT0003684,CUST00169,2024-08-26,Low,Feature Request,8.0,5
TKT0003686,CUST00169,2024-12-05,Low,Billing,9.0,2
TKT0003687,CUST00169,2025-12-17,Urgent,Feature Request,37.0,5
TKT0003688,CUST00169,2025-05-20,Urgent,Billing,88.0,5
TKT0003689,CUST00169,2024-10-21,Low,Feature Request,34.0,5
TKT0003690,CUST00643,2025-11-05,Low,Account Access,1.0,2
TKT0003691,CUST00643,2025-11-07,Medium,Onboarding Help,2.0,3
TKT0003692,CUST00643,2024-05-15,High,General Question,10.0,4
TKT0003693,CUST00643,2025-09-20,Low,Performance Issue,12.0,3
TKT0003694,CUST00643,2024-05-22,Medium,Feature Request,8.0,4
TKT0003695,CUST00643,2025-06-02,Low,Bug Report,11.0,4
TKT0003696,CUST00643,2025-07-20,Low,Performance Issue,22.0,5
TKT0003697,CUST01057,2025-08-06,Low,Performance Issue,53.0,2
TKT0003698,CUST01057,2025-11-13,Low,Bug Report,12.0,3
TKT0003699,CUST01057,2025-05-31,High,Performance Issue,1.0,3
TKT0003700,CUST01057,2025-05-19,Low,Account Access,3.0,2
TKT0003701,CUST01057,2025-05-30,Medium,Onboarding Help,1.0,2
TKT0003702,CUST01057,2024-10-07,Low,Feature Request,22.0,1
TKT0003703,CUST01057,2025-12-01,Low,Onboarding Help,11.0,1
TKT0003704,CUST01669,2025-11-28,Low,Feature Request,6.0,4
TKT0003705,CUST01669,2024-05-27,Low,Account Access,43.0,4
TKT0003706,CUST01669,2025-01-17,Low,Bug Report,1.0,5
TKT0003707,CUST01669,2025-10-23,High,General Question,15.0,3
TKT0003708,CUST01669,2025-10-13,High,Feature Request,2.0,3
TKT0003709,CUST01669,2024-08-05,Medium,Performance Issue,3.0,5
TKT0003710,CUST01669,2025-08-15,Low,Onboarding Help,66.0,5
TKT0003711,CUST01669,2024-08-22,Medium,Billing,9.0,4
TKT0003712,CUST01669,2024-12-30,Low,Bug Report,2.0,5
TKT0003713,CUST01374,2024-05-27,Low,General Question,2.0,5
TKT0003714,CUST01374,2025-01-01,Medium,Performance Issue,3.0,4
TKT0003715,CUST01374,2024-10-15,High,Feature Request,11.0,5
TKT0003716,CUST01374,2024-05-08,Low,General Question,10.0,3
TKT0003717,CUST01374,2025-02-19,Urgent,Performance Issue,34.0,3
TKT0003718,CUST01374,2025-02-05,High,Bug Report,68.0,1
TKT0003719,CUST01374,2025-02-28,Urgent,Billing,31.0,2
TKT0003720,CUST02232,2025-04-22,Low,General Question,1.0,5
TKT0003721,CUST02232,2024-10-20,Medium,Bug Report,18.0,1
TKT0003722,CUST02232,2024-12-10,Low,Performance Issue,26.0,4
TKT0003723,CUST02232,2025-01-22,Medium,General Question,20.0,2
TKT0003724,CUST02232,2024-08-07,High,Bug Report,10.0,5
TKT0003725,CUST02918,2025-02-05,Low,Bug Report,4.0,5
TKT0003726,CUST02918,2024-10-06,High,Billing,36.0,4
TKT0003727,CUST02918,2024-08-11,Medium,Onboarding Help,27.0,5
TKT0003728,CUST02918,2025-10-03,Low,Bug Report,18.0,4
TKT0003729,CUST02615,2025-08-29,Low,Billing,33.0,4
TKT0003730,CUST02615,2024-07-16,Urgent,General Question,1.0,4
TKT0003731,CUST02615,2025-09-20,Low,Performance Issue,30.0,5
TKT0003732,CUST02615,2025-12-24,Low,Bug Report,7.0,3
TKT0003733,CUST02615,2025-04-20,Low,General Question,20.0,5
TKT0003734,CUST02615,2024-05-13,High,Performance Issue,10.0,5
TKT0003735,CUST02615,2025-12-21,Low,Onboarding Help,12.0,4
TKT0003736,CUST02615,2024-05-24,Low,Account Access,20.0,3
TKT0003737,CUST02615,2025-01-11,Low,Billing,13.0,4
TKT0003738,CUST00181,2025-05-09,Low,Performance Issue,33.0,5
TKT0003739,CUST00181,2024-06-14,Low,Performance Issue,7.0,5
TKT0003740,CUST00181,2024-08-15,Low,Onboarding Help,1.0,5
TKT0003741,CUST00181,2024-05-23,High,Account Access,24.0,2
TKT0003742,CUST00181,2024-09-09,Low,Performance Issue,1.0,2
TKT0003743,CUST00181,2025-04-25,Medium,Bug Report,2.0,5
TKT0003744,CUST00181,2024-06-19,Medium,Onboarding Help,6.0,2
TKT0003745,CUST00181,2025-02-20,Medium,Performance Issue,4.0,3
TKT0003746,CUST00119,2025-04-30,Low,Bug Report,43.0,5
TKT0003747,CUST00119,2025-07-04,Medium,Bug Report,4.0,5
TKT0003748,CUST00119,2025-09-12,Medium,Feature Request,8.0,5
TKT0003749,CUST00119,2024-12-23,Medium,Performance Issue,6.0,4
TKT0003750,CUST00119,2024-10-22,Low,Account Access,47.0,3
TKT0003751,CUST00119,2025-01-25,Medium,Feature Request,28.0,5
TKT0003752,CUST00119,2025-08-10,High,Billing,2.0,5
TKT0003753,CUST00119,2024-07-17,High,Billing,3.0,5
TKT0003754,CUST00119,2025-01-25,Medium,Billing,28.0,3
TKT0003755,CUST00119,2025-10-13,Medium,Feature Request,2.0,5
TKT0003756,CUST01484,2024-05-18,Urgent,Performance Issue,2.0,4
TKT0003757,CUST01484,2025-02-26,Low,Bug Report,19.0,2
TKT0003758,CUST01484,2025-10-15,Low,Account Access,3.0,4
TKT0003759,CUST01484,2025-08-15,High,Feature Request,14.0,4
TKT0003760,CUST01484,2024-12-14,Low,Billing,9.0,2
TKT0003761,CUST01484,2025-11-01,Medium,Feature Request,49.0,4
TKT0003762,CUST01484,2025-10-05,Low,Feature Request,14.0,4
TKT0003763,CUST01484,2024-05-30,Medium,Account Access,7.0,3
TKT0003764,CUST00922,2025-04-12,High,Performance Issue,6.0,5
TKT0003765,CUST00922,2024-05-27,High,Bug Report,28.0,4
TKT0003766,CUST00922,2024-10-14,Low,Onboarding Help,8.0,4
TKT0003767,CUST00922,2024-12-24,High,Feature Request,1.0,4
TKT0003768,CUST00922,2024-08-19,Medium,Account Access,3.0,5
TKT0003769,CUST00922,2025-04-13,Medium,General Question,13.0,5
TKT0003770,CUST00922,2024-08-13,Medium,General Question,1.0,4
TKT0003771,CUST02909,2024-06-30,High,Performance Issue,21.0,2
TKT0003772,CUST02909,2024-06-18,High,Performance Issue,204.0,3
TKT0003773,CUST01313,2025-02-24,Low,Billing,2.0,3
TKT0003774,CUST01313,2024-06-05,Medium,Bug Report,4.0,5
TKT0003775,CUST01313,2025-06-27,High,Performance Issue,11.0,4
TKT0003776,CUST01313,2024-10-10,Low,General Question,10.0,4
TKT0003777,CUST01313,2025-12-02,Low,Billing,24.0,2
TKT0003778,CUST00448,2024-09-12,Low,General Question,11.0,2
TKT0003779,CUST00448,2025-03-12,Low,Billing,17.0,5
TKT0003780,CUST00448,2024-11-23,High,Performance Issue,20.0,4
TKT0003781,CUST00448,2024-07-15,Medium,Feature Request,12.0,4
TKT0003782,CUST00721,2025-03-08,Urgent,Performance Issue,5.0,5
TKT0003783,CUST00721,2025-06-10,Low,General Question,36.0,5
TKT0003784,CUST00721,2025-11-17,High,Bug Report,33.0,3
TKT0003785,CUST00721,2024-06-29,Low,Billing,4.0,3
TKT0003786,CUST00721,2025-06-15,Low,General Question,3.0,4
TKT0003787,CUST00721,2025-09-06,Low,Bug Report,20.0,5
TKT0003788,CUST00721,2025-04-08,Low,General Question,28.0,4
TKT0003789,CUST00721,2025-01-25,High,Billing,2.0,5
TKT0003790,CUST02678,2025-03-28,Low,Onboarding Help,37.0,5
TKT0003791,CUST02678,2025-09-26,Low,Account Access,13.0,5
TKT0003792,CUST02678,2024-06-16,Low,Bug Report,18.0,4
TKT0003793,CUST02678,2024-08-05,Urgent,Account Access,2.0,4
TKT0003794,CUST02678,2024-06-24,Medium,Billing,7.0,3
TKT0003795,CUST02678,2024-10-24,Low,Billing,8.0,4
TKT0003796,CUST02678,2024-07-30,High,Account Access,23.0,3
TKT0003797,CUST02678,2024-12-12,Low,Bug Report,4.0,5
TKT0003798,CUST02678,2025-04-23,Medium,Feature Request,1.0,4
TKT0003799,CUST02678,2025-05-04,Low,General Question,1.0,3
TKT0003800,CUST02678,2025-05-26,Low,Onboarding Help,30.0,1
TKT0003801,CUST02678,2024-11-25,Low,Bug Report,47.0,4
TKT0003802,CUST00362,2025-06-26,Medium,Bug Report,7.0,5
TKT0003803,CUST00362,2024-09-11,Medium,Performance Issue,2.0,5
TKT0003804,CUST00362,2025-11-03,High,Billing,16.0,5
TKT0003805,CUST00362,2025-10-29,Low,Bug Report,15.0,5
TKT0003806,CUST00362,2024-10-21,Low,Feature Request,27.0,2
TKT0003807,CUST00362,2024-06-15,Low,General Question,9.0,2
TKT0003808,CUST00362,2025-11-13,Low,Onboarding Help,2.0,4
TKT0003809,CUST02501,2025-06-06,Low,Bug Report,15.0,3
TKT0003810,CUST02501,2025-12-17,Low,Performance Issue,1.0,4
TKT0003811,CUST02501,2025-01-12,Low,Performance Issue,2.0,5
TKT0003812,CUST02501,2025-08-07,Medium,Account Access,4.0,4
TKT0003813,CUST02823,2024-05-31,Urgent,Onboarding Help,51.0,5
TKT0003814,CUST02823,2024-08-26,Low,Billing,14.0,4
TKT0003815,CUST02823,2024-09-07,Urgent,Performance Issue,27.0,1
TKT0003816,CUST02823,2024-08-21,High,Bug Report,83.0,1
TKT0003817,CUST00034,2025-07-31,Medium,Onboarding Help,29.0,4
TKT0003818,CUST00034,2025-01-18,Medium,Billing,1.0,2
TKT0003819,CUST00034,2025-05-03,Urgent,Bug Report,6.0,5
TKT0003820,CUST00034,2025-09-15,Medium,Bug Report,6.0,3
TKT0003821,CUST00034,2024-11-18,Medium,Performance Issue,22.0,5
TKT0003822,CUST00034,2025-11-25,Medium,General Question,8.0,4
TKT0003823,CUST00034,2025-03-19,Medium,Billing,3.0,2
TKT0003824,CUST00034,2025-03-15,High,Onboarding Help,23.0,4
TKT0003825,CUST00034,2024-10-14,High,Billing,47.0,1
TKT0003826,CUST00034,2024-06-17,Urgent,Performance Issue,10.0,2
TKT0003827,CUST01898,2024-10-01,Medium,General Question,70.0,3
TKT0003828,CUST01898,2025-06-29,Low,Feature Request,27.0,2
TKT0003829,CUST01898,2025-10-12,High,Bug Report,18.0,4
TKT0003830,CUST01898,2024-07-30,Urgent,General Question,37.0,5
TKT0003831,CUST01898,2025-11-18,High,Account Access,11.0,3
TKT0003832,CUST01898,2025-11-21,High,Performance Issue,41.0,4
TKT0003833,CUST00024,2024-06-14,Medium,Performance Issue,1.0,4
TKT0003834,CUST00024,2024-08-18,Medium,Billing,5.0,4
TKT0003835,CUST00024,2025-12-05,Low,Onboarding Help,13.0,3
TKT0003836,CUST00024,2025-10-12,Low,Account Access,4.0,5
TKT0003837,CUST00024,2025-01-21,Medium,Performance Issue,2.0,3
TKT0003838,CUST00024,2025-10-31,Low,Feature Request,29.0,1
TKT0003839,CUST00024,2024-05-18,Medium,Feature Request,2.0,4
TKT0003840,CUST00024,2025-02-19,Medium,Performance Issue,12.0,5
TKT0003841,CUST02960,2025-12-22,Urgent,General Question,10.0,5
TKT0003842,CUST02960,2025-04-06,High,Performance Issue,5.0,4
TKT0003843,CUST02960,2024-11-25,Low,Account Access,43.0,4
TKT0003844,CUST02960,2024-12-05,High,Feature Request,41.0,3
TKT0003845,CUST02960,2025-07-06,Low,Billing,109.0,5
TKT0003846,CUST02960,2025-01-31,Medium,Onboarding Help,37.0,5
TKT0003847,CUST02960,2024-09-30,Medium,Feature Request,14.0,3
TKT0003848,CUST02960,2024-11-10,Low,Performance Issue,19.0,4
TKT0003849,CUST02960,2025-06-22,Low,Performance Issue,5.0,4
TKT0003850,CUST02960,2025-11-07,Low,Billing,2.0,2
TKT0003851,CUST02960,2025-09-19,High,General Question,16.0,4
TKT0003852,CUST02663,2024-08-14,Low,Bug Report,2.0,2
TKT0003853,CUST02663,2024-08-25,Medium,Feature Request,30.0,4
TKT0003854,CUST02663,2024-06-26,Low,Onboarding Help,39.0,5
TKT0003855,CUST02663,2024-08-13,High,Account Access,2.0,3
TKT0003856,CUST02663,2024-09-14,High,Bug Report,55.0,3
TKT0003857,CUST02663,2024-05-18,Medium,Performance Issue,8.0,5
TKT0003858,CUST02663,2024-06-03,Low,Performance Issue,23.0,4
TKT0003859,CUST02663,2024-07-24,Low,Feature Request,20.0,1
TKT0003860,CUST02663,2024-09-14,Medium,Feature Request,18.0,4
TKT0003861,CUST02663,2024-12-08,High,Billing,87.0,1
TKT0003862,CUST02663,2024-12-04,Urgent,Bug Report,69.0,1
TKT0003863,CUST02663,2024-12-26,Urgent,Performance Issue,4.0,2
TKT0003864,CUST00220,2024-08-01,High,General Question,2.0,5
TKT0003865,CUST00220,2024-10-04,Low,Billing,7.0,4
TKT0003866,CUST00220,2024-09-28,High,Performance Issue,5.0,4
TKT0003867,CUST00220,2024-07-13,Medium,Billing,1.0,5
TKT0003868,CUST00220,2024-05-11,Low,Onboarding Help,1.0,3
TKT0003869,CUST00220,2024-09-03,High,Bug Report,15.0,1
TKT0003870,CUST00220,2024-09-04,Urgent,Bug Report,12.0,2
TKT0003871,CUST00676,2024-12-07,Low,General Question,45.0,3
TKT0003872,CUST00676,2025-05-16,High,Bug Report,1.0,4
TKT0003873,CUST00676,2024-08-02,Low,Onboarding Help,3.0,5
TKT0003874,CUST00676,2024-06-15,High,Feature Request,19.0,4
TKT0003875,CUST00676,2025-06-07,High,Bug Report,61.0,1
TKT0003876,CUST00676,2025-06-21,Urgent,Bug Report,26.0,1
TKT0003877,CUST02634,2024-06-06,High,Onboarding Help,20.0,5
TKT0003878,CUST02634,2024-10-23,Medium,Account Access,3.0,3
TKT0003879,CUST02634,2025-12-19,Medium,General Question,31.0,4
TKT0003880,CUST02634,2024-09-01,Low,Feature Request,42.0,4
TKT0003881,CUST02634,2025-02-04,Low,Feature Request,90.0,5
TKT0003882,CUST02634,2024-11-25,Low,General Question,17.0,4
TKT0003883,CUST02634,2025-06-15,Medium,Billing,1.0,4
TKT0003884,CUST02634,2025-12-20,High,Onboarding Help,39.0,5
TKT0003885,CUST02634,2025-08-23,Medium,Feature Request,10.0,2
TKT0003886,CUST02634,2025-10-16,Urgent,Account Access,9.0,4
TKT0003887,CUST00380,2025-02-19,High,Onboarding Help,7.0,2
TKT0003888,CUST00380,2025-04-20,High,Feature Request,7.0,5
TKT0003889,CUST00380,2025-02-23,Medium,General Question,24.0,3
TKT0003890,CUST00380,2024-09-24,Low,Account Access,2.0,5
TKT0003891,CUST00380,2025-09-15,Low,Performance Issue,87.0,4
TKT0003892,CUST00380,2024-11-26,Low,Onboarding Help,5.0,5
TKT0003893,CUST02799,2024-06-21,Medium,General Question,17.0,4
TKT0003894,CUST02799,2025-12-30,Medium,Feature Request,44.0,4
TKT0003895,CUST02799,2024-10-25,Low,Onboarding Help,83.0,3
TKT0003896,CUST02799,2025-05-28,High,Performance Issue,7.0,5
TKT0003897,CUST02799,2025-08-03,Medium,Bug Report,19.0,4
TKT0003898,CUST02799,2025-06-14,Urgent,Feature Request,7.0,5
TKT0003899,CUST02799,2024-06-16,Low,Onboarding Help,11.0,4
TKT0003900,CUST02799,2024-07-06,Medium,Feature Request,53.0,4
TKT0003901,CUST02643,2025-07-01,Low,Account Access,17.0,5
TKT0003902,CUST02643,2025-01-19,High,Feature Request,23.0,1
TKT0003903,CUST02643,2025-02-23,Low,Bug Report,53.0,5
TKT0003904,CUST01268,2025-02-27,Urgent,Performance Issue,44.0,5
TKT0003905,CUST01268,2025-07-03,High,Onboarding Help,20.0,5
TKT0003906,CUST01268,2025-09-25,Urgent,Billing,13.0,4
TKT0003907,CUST01268,2024-10-06,High,General Question,7.0,4
TKT0003908,CUST01268,2025-02-02,Medium,Billing,2.0,4
TKT0003909,CUST01268,2025-10-09,Low,Feature Request,24.0,4
TKT0003910,CUST01268,2025-08-28,High,Bug Report,78.0,3
TKT0003911,CUST01245,2025-08-25,Medium,Feature Request,1.0,4
TKT0003912,CUST01245,2024-06-28,Low,Account Access,4.0,5
TKT0003913,CUST01245,2025-07-28,Low,Feature Request,19.0,3
TKT0003914,CUST01245,2024-11-10,High,Account Access,1.0,5
TKT0003915,CUST01245,2025-04-27,Medium,General Question,17.0,4
TKT0003916,CUST01376,2024-09-18,High,Account Access,41.0,2
TKT0003917,CUST01376,2024-07-30,Urgent,Billing,42.0,3
TKT0003918,CUST01376,2024-07-20,Low,Account Access,15.0,1
TKT0003919,CUST01376,2024-12-25,High,Billing,20.0,3
TKT0003920,CUST01376,2024-11-30,Low,Bug Report,2.0,3
TKT0003921,CUST01376,2025-01-23,Urgent,Billing,11.0,2
TKT0003922,CUST01376,2025-01-22,Urgent,Performance Issue,6.0,1
TKT0003923,CUST01376,2025-02-12,High,Performance Issue,80.0,2
TKT0003924,CUST01376,2025-01-07,Urgent,Bug Report,5.0,1
TKT0003925,CUST01620,2025-07-12,Medium,Onboarding Help,9.0,4
TKT0003926,CUST01620,2025-01-17,Urgent,Billing,11.0,2
TKT0003927,CUST01620,2024-08-11,Medium,Feature Request,11.0,5
TKT0003928,CUST01620,2025-09-01,Low,Billing,41.0,5
TKT0003929,CUST01620,2025-11-25,High,General Question,5.0,4
TKT0003930,CUST01620,2024-11-28,Low,Onboarding Help,8.0,5
TKT0003931,CUST01620,2024-11-20,Low,Account Access,17.0,3
TKT0003932,CUST01620,2025-09-24,Medium,Onboarding Help,14.0,3
TKT0003933,CUST00981,2025-01-28,Low,Billing,44.0,4
TKT0003934,CUST00981,2025-02-19,Low,Bug Report,45.0,5
TKT0003935,CUST00981,2024-05-27,High,General Question,20.0,5
TKT0003936,CUST00981,2024-11-25,High,Performance Issue,3.0,4
TKT0003937,CUST00981,2024-11-15,Low,Performance Issue,19.0,5
TKT0003938,CUST00981,2025-09-29,High,Onboarding Help,15.0,4
TKT0003939,CUST00981,2025-02-06,Low,Bug Report,7.0,5
TKT0003940,CUST00981,2025-01-05,Low,Feature Request,11.0,2
TKT0003941,CUST00981,2024-10-23,Medium,General Question,6.0,1
TKT0003942,CUST00981,2024-11-23,Low,General Question,1.0,5
TKT0003943,CUST00981,2025-11-20,High,Bug Report,49.0,5
TKT0003944,CUST02810,2025-10-03,High,Feature Request,32.0,4
TKT0003945,CUST02810,2025-01-19,Low,Billing,94.0,4
TKT0003946,CUST02810,2025-06-08,Low,Onboarding Help,1.0,3
TKT0003947,CUST02810,2025-01-26,Urgent,Bug Report,15.0,4
TKT0003948,CUST02810,2025-09-14,Low,Performance Issue,17.0,3
TKT0003949,CUST00571,2024-08-16,Low,Feature Request,21.0,4
TKT0003950,CUST00571,2025-04-26,Low,Onboarding Help,13.0,5
TKT0003951,CUST00571,2024-06-10,Low,Onboarding Help,59.0,3
TKT0003952,CUST00571,2025-12-28,Low,Bug Report,2.0,3
TKT0003953,CUST00571,2025-06-24,Urgent,Bug Report,53.0,3
TKT0003954,CUST00571,2024-12-22,Medium,General Question,2.0,3
TKT0003955,CUST00571,2025-12-19,Low,Billing,3.0,4
