invoice_id,subscription_id,invoice_date,amount_due,amount_paid,payment_status,discount_pct
INV0010144,SUB000955,2025-03-14,199.0,0.0,Failed,0.0
INV0010145,SUB000955,2025-04-14,199.0,199.0,Paid,0.0
INV0010146,SUB000955,2025-05-14,199.0,199.0,Paid,0.0
INV0010147,SUB000955,2025-06-14,199.0,199.0,Paid,0.0
INV0010148,SUB000955,2025-07-14,199.0,199.0,Paid,0.0
INV0010149,SUB000955,2025-08-14,199.0,199.0,Paid,0.0
INV0010150,SUB000955,2025-09-14,199.0,199.0,Paid,0.0
INV0010151,SUB000955,2025-10-14,199.0,199.0,Paid,0.0
INV0010152,SUB000955,2025-11-14,199.0,199.0,Paid,0.0
INV0010153,SUB000955,2025-12-14,199.0,199.0,Paid,0.0
INV0010154,SUB000956,2025-10-11,41.65,41.65,Paid,15.0
INV0010155,SUB000956,2025-11-11,41.65,41.65,Paid,15.0
INV0010156,SUB000957,2025-05-20,899.0,899.0,Paid,0.0
INV0010157,SUB000957,2025-06-20,899.0,899.0,Paid,0.0
INV0010158,SUB000957,2025-07-20,899.0,899.0,Paid,0.0
INV0010159,SUB000957,2025-08-20,899.0,899.0,Paid,0.0
INV0010160,SUB000957,2025-09-20,899.0,899.0,Paid,0.0
INV0010161,SUB000957,2025-10-20,899.0,899.0,Paid,0.0
INV0010162,SUB000957,2025-11-20,899.0,899.0,Paid,0.0
INV0010163,SUB000957,2025-12-20,899.0,899.0,Paid,0.0
INV0010164,SUB000958,2024-10-30,899.0,0.0,Refunded,0.0
INV0010165,SUB000958,2024-11-30,899.0,899.0,Paid,0.0
INV0010166,SUB000958,2024-12-30,899.0,899.0,Paid,0.0
INV0010167,SUB000958,2025-01-30,899.0,899.0,Paid,0.0
INV0010168,SUB000958,2025-02-28,899.0,899.0,Paid,0.0
INV0010169,SUB000958,2025-03-28,899.0,899.0,Paid,0.0
INV0010170,SUB000958,2025-04-28,899.0,899.0,Paid,0.0
INV0010171,SUB000958,2025-05-28,899.0,899.0,Paid,0.0
INV0010172,SUB000958,2025-06-28,899.0,899.0,Paid,0.0
INV0010173,SUB000958,2025-07-28,899.0,899.0,Paid,0.0
INV0010174,SUB000958,2025-08-28,899.0,899.0,Paid,0.0
INV0010175,SUB000958,2025-09-28,899.0,899.0,Paid,0.0
INV0010176,SUB000958,2025-10-28,899.0,0.0,Refunded,0.0
INV0010177,SUB000958,2025-11-28,899.0,899.0,Paid,0.0
INV0010178,SUB000958,2025-12-28,899.0,899.0,Paid,0.0
INV0010179,SUB000959,2025-08-01,199.0,199.0,Paid,0.0
INV0010180,SUB000959,2025-09-01,199.0,199.0,Paid,0.0
INV0010181,SUB000959,2025-10-01,199.0,199.0,Paid,0.0
INV0010182,SUB000959,2025-11-01,199.0,199.0,Paid,0.0
INV0010183,SUB000959,2025-12-01,199.0,199.0,Paid,0.0
INV0010184,SUB000960,2025-07-26,899.0,899.0,Paid,0.0
INV0010185,SUB000960,2025-08-26,899.0,899.0,Paid,0.0
INV0010186,SUB000960,2025-09-26,899.0,0.0,Failed,0.0
INV0010187,SUB000960,2025-10-26,899.0,899.0,Paid,0.0
INV0010188,SUB000960,2025-11-26,899.0,899.0,Paid,0.0
INV0010189,SUB000960,2025-12-26,899.0,899.0,Paid,0.0
INV0010190,SUB000961,2024-02-11,809.1,809.1,Paid,10.0
INV0010191,SUB000961,2024-03-11,809.1,809.1,Paid,10.0
INV0010192,SUB000961,2024-04-11,809.1,809.1,Paid,10.0
INV0010193,SUB000961,2024-05-11,809.1,809.1,Paid,10.0
INV0010194,SUB000961,2024-06-11,809.1,809.1,Paid,10.0
INV0010195,SUB000961,2024-07-11,809.1,809.1,Paid,10.0
INV0010196,SUB000961,2024-08-11,809.1,809.1,Paid,10.0
INV0010197,SUB000961,2024-09-11,809.1,809.1,Paid,10.0
INV0010198,SUB000961,2024-10-11,809.1,809.1,Paid,10.0
INV0010199,SUB000961,2024-11-11,809.1,809.1,Paid,10.0
INV0010200,SUB000961,2024-12-11,809.1,809.1,Paid,10.0
INV0010201,SUB000961,2025-01-11,809.1,809.1,Paid,10.0
INV0010202,SUB000961,2025-02-11,809.1,809.1,Paid,10.0
INV0010203,SUB000961,2025-03-11,809.1,809.1,Paid,10.0
INV0010204,SUB000961,2025-04-11,809.1,809.1,Paid,10.0
INV0010205,SUB000961,2025-05-11,809.1,809.1,Paid,10.0
INV0010206,SUB000961,2025-06-11,809.1,809.1,Paid,10.0
INV0010207,SUB000961,2025-07-11,809.1,0.0,Failed,10.0
INV0010208,SUB000961,2025-08-11,809.1,809.1,Paid,10.0
INV0010209,SUB000961,2025-09-11,809.1,809.1,Paid,10.0
INV0010210,SUB000961,2025-10-11,809.1,809.1,Paid,10.0
INV0010211,SUB000961,2025-11-11,809.1,809.1,Paid,10.0
INV0010212,SUB000961,2025-12-11,809.1,809.1,Paid,10.0
INV0010213,SUB000962,2024-10-13,199.0,199.0,Paid,0.0
INV0010214,SUB000962,2024-11-13,199.0,199.0,Paid,0.0
INV0010215,SUB000962,2024-12-13,199.0,199.0,Paid,0.0
INV0010216,SUB000962,2025-01-13,199.0,199.0,Paid,0.0
INV0010217,SUB000962,2025-02-13,199.0,199.0,Paid,0.0
INV0010218,SUB000962,2025-03-13,199.0,199.0,Paid,0.0
INV0010219,SUB000962,2025-04-13,199.0,199.0,Paid,0.0
INV0010220,SUB000962,2025-05-13,199.0,199.0,Paid,0.0
INV0010221,SUB000962,2025-06-13,199.0,199.0,Paid,0.0
INV0010222,SUB000962,2025-07-13,199.0,199.0,Paid,0.0
INV0010223,SUB000962,2025-08-13,199.0,0.0,Failed,0.0
INV0010224,SUB000962,2025-09-13,199.0,199.0,Paid,0.0
INV0010225,SUB000962,2025-10-13,199.0,199.0,Paid,0.0
INV0010226,SUB000962,2025-11-13,199.0,199.0,Paid,0.0
INV0010227,SUB000962,2025-12-13,199.0,199.0,Paid,0.0
INV0010228,SUB000963,2025-01-12,169.15,169.15,Paid,15.0
INV0010229,SUB000963,2025-02-12,169.15,169.15,Paid,15.0
INV0010230,SUB000963,2025-03-12,169.15,169.15,Paid,15.0
INV0010231,SUB000963,2025-04-12,169.15,169.15,Paid,15.0
INV0010232,SUB000963,2025-05-12,169.15,169.15,Paid,15.0
INV0010233,SUB000963,2025-06-12,169.15,169.15,Paid,15.0
INV0010234,SUB000963,2025-07-12,169.15,169.15,Paid,15.0
INV0010235,SUB000963,2025-08-12,169.15,169.15,Paid,15.0
INV0010236,SUB000963,2025-09-12,169.15,169.15,Paid,15.0
INV0010237,SUB000963,2025-10-12,169.15,169.15,Paid,15.0
INV0010238,SUB000963,2025-11-12,169.15,169.15,Paid,15.0
INV0010239,SUB000963,2025-12-12,169.15,169.15,Paid,15.0
INV0010240,SUB000964,2024-12-14,46.55,46.55,Paid,5.0
INV0010241,SUB000964,2025-01-14,46.55,46.55,Paid,5.0
INV0010242,SUB000964,2025-02-14,46.55,46.55,Paid,5.0
INV0010243,SUB000964,2025-03-14,46.55,46.55,Paid,5.0
INV0010244,SUB000964,2025-04-14,46.55,46.55,Paid,5.0
INV0010245,SUB000965,2023-10-27,39.2,39.2,Paid,20.0
INV0010246,SUB000965,2023-11-27,39.2,39.2,Paid,20.0
INV0010247,SUB000965,2023-12-27,39.2,39.2,Paid,20.0
INV0010248,SUB000965,2024-01-27,39.2,39.2,Paid,20.0
INV0010249,SUB000965,2024-02-27,39.2,39.2,Paid,20.0
INV0010250,SUB000965,2024-03-27,39.2,39.2,Paid,20.0
INV0010251,SUB000965,2024-04-27,39.2,39.2,Paid,20.0
INV0010252,SUB000965,2024-05-27,39.2,39.2,Paid,20.0
INV0010253,SUB000965,2024-06-27,39.2,39.2,Paid,20.0
INV0010254,SUB000965,2024-07-27,39.2,39.2,Paid,20.0
INV0010255,SUB000965,2024-08-27,39.2,39.2,Paid,20.0
INV0010256,SUB000965,2024-09-27,39.2,39.2,Paid,20.0
INV0010257,SUB000965,2024-10-27,39.2,39.2,Paid,20.0
INV0010258,SUB000965,2024-11-27,39.2,39.2,Paid,20.0
INV0010259,SUB000965,2024-12-27,39.2,39.2,Paid,20.0
INV0010260,SUB000965,2025-01-27,39.2,39.2,Paid,20.0
INV0010261,SUB000965,2025-02-27,39.2,39.2,Paid,20.0
INV0010262,SUB000965,2025-03-27,39.2,0.0,Failed,20.0
INV0010263,SUB000965,2025-04-27,39.2,39.2,Paid,20.0
INV0010264,SUB000965,2025-05-27,39.2,39.2,Paid,20.0
INV0010265,SUB000965,2025-06-27,39.2,39.2,Paid,20.0
INV0010266,SUB000965,2025-07-27,39.2,39.2,Paid,20.0
INV0010267,SUB000965,2025-08-27,39.2,39.2,Paid,20.0
INV0010268,SUB000965,2025-09-27,39.2,39.2,Paid,20.0
INV0010269,SUB000965,2025-10-27,39.2,39.2,Paid,20.0
INV0010270,SUB000965,2025-11-27,39.2,39.2,Paid,20.0
INV0010271,SUB000965,2025-12-27,39.2,0.0,Refunded,20.0
INV0010272,SUB000966,2024-03-27,199.0,199.0,Paid,0.0
INV0010273,SUB000966,2024-04-27,199.0,199.0,Paid,0.0
INV0010274,SUB000966,2024-05-27,199.0,199.0,Paid,0.0
INV0010275,SUB000966,2024-06-27,199.0,199.0,Paid,0.0
INV0010276,SUB000966,2024-07-27,199.0,199.0,Paid,0.0
INV0010277,SUB000966,2024-08-27,199.0,199.0,Paid,0.0
INV0010278,SUB000966,2024-09-27,199.0,0.0,Refunded,0.0
INV0010279,SUB000967,2024-10-12,854.05,854.05,Paid,5.0
INV0010280,SUB000967,2024-11-12,854.05,854.05,Paid,5.0
INV0010281,SUB000967,2024-12-12,854.05,0.0,Failed,5.0
INV0010282,SUB000967,2025-01-12,854.05,854.05,Paid,5.0
INV0010283,SUB000967,2025-02-12,854.05,854.05,Paid,5.0
INV0010284,SUB000967,2025-03-12,854.05,854.05,Paid,5.0
INV0010285,SUB000967,2025-04-12,854.05,854.05,Paid,5.0
INV0010286,SUB000967,2025-05-12,854.05,854.05,Paid,5.0
INV0010287,SUB000967,2025-06-12,854.05,854.05,Paid,5.0
INV0010288,SUB000967,2025-07-12,854.05,854.05,Paid,5.0
INV0010289,SUB000967,2025-08-12,854.05,854.05,Paid,5.0
INV0010290,SUB000967,2025-09-12,854.05,854.05,Paid,5.0
INV0010291,SUB000967,2025-10-12,854.05,854.05,Paid,5.0
INV0010292,SUB000967,2025-11-12,854.05,854.05,Paid,5.0
INV0010293,SUB000967,2025-12-12,854.05,854.05,Paid,5.0
INV0010294,SUB000968,2024-06-06,49.0,49.0,Paid,0.0
INV0010295,SUB000968,2024-07-06,49.0,49.0,Paid,0.0
INV0010296,SUB000968,2024-08-06,49.0,49.0,Paid,0.0
INV0010297,SUB000968,2024-09-06,49.0,49.0,Paid,0.0
INV0010298,SUB000968,2024-10-06,49.0,49.0,Paid,0.0
INV0010299,SUB000968,2024-11-06,49.0,49.0,Paid,0.0
INV0010300,SUB000968,2024-12-06,49.0,0.0,Refunded,0.0
INV0010301,SUB000968,2025-01-06,49.0,49.0,Paid,0.0
INV0010302,SUB000968,2025-02-06,49.0,0.0,Failed,0.0
INV0010303,SUB000968,2025-03-06,49.0,49.0,Paid,0.0
INV0010304,SUB000968,2025-04-06,49.0,49.0,Paid,0.0
INV0010305,SUB000968,2025-05-06,49.0,49.0,Paid,0.0
INV0010306,SUB000968,2025-06-06,49.0,49.0,Paid,0.0
INV0010307,SUB000968,2025-07-06,49.0,0.0,Failed,0.0
INV0010308,SUB000968,2025-08-06,49.0,49.0,Paid,0.0
INV0010309,SUB000968,2025-09-06,49.0,49.0,Paid,0.0
INV0010310,SUB000968,2025-10-06,49.0,49.0,Paid,0.0
INV0010311,SUB000968,2025-11-06,49.0,49.0,Paid,0.0
INV0010312,SUB000968,2025-12-06,49.0,49.0,Paid,0.0
INV0010313,SUB000969,2025-04-09,49.0,49.0,Paid,0.0
INV0010314,SUB000969,2025-05-09,49.0,49.0,Paid,0.0
INV0010315,SUB000969,2025-06-09,49.0,49.0,Paid,0.0
INV0010316,SUB000969,2025-07-09,49.0,49.0,Paid,0.0
INV0010317,SUB000969,2025-08-09,49.0,0.0,Refunded,0.0
INV0010318,SUB000969,2025-09-09,49.0,49.0,Paid,0.0
INV0010319,SUB000970,2025-04-02,179.1,0.0,Failed,10.0
INV0010320,SUB000970,2025-05-02,179.1,179.1,Paid,10.0
INV0010321,SUB000970,2025-06-02,179.1,179.1,Paid,10.0
INV0010322,SUB000970,2025-07-02,179.1,179.1,Paid,10.0
INV0010323,SUB000970,2025-08-02,179.1,179.1,Paid,10.0
INV0010324,SUB000970,2025-09-02,179.1,179.1,Paid,10.0
INV0010325,SUB000970,2025-10-02,179.1,179.1,Paid,10.0
INV0010326,SUB000971,2024-03-27,44.1,44.1,Paid,10.0
INV0010327,SUB000971,2024-04-27,44.1,44.1,Paid,10.0
INV0010328,SUB000971,2024-05-27,44.1,44.1,Paid,10.0
INV0010329,SUB000971,2024-06-27,44.1,44.1,Paid,10.0
INV0010330,SUB000971,2024-07-27,44.1,44.1,Paid,10.0
INV0010331,SUB000971,2024-08-27,44.1,44.1,Paid,10.0
INV0010332,SUB000972,2025-07-26,199.0,199.0,Paid,0.0
INV0010333,SUB000972,2025-08-26,199.0,199.0,Paid,0.0
INV0010334,SUB000972,2025-09-26,199.0,199.0,Paid,0.0
INV0010335,SUB000972,2025-10-26,199.0,199.0,Paid,0.0
INV0010336,SUB000972,2025-11-26,199.0,199.0,Paid,0.0
INV0010337,SUB000973,2025-05-13,41.65,41.65,Paid,15.0
INV0010338,SUB000973,2025-06-13,41.65,41.65,Paid,15.0
INV0010339,SUB000973,2025-07-13,41.65,41.65,Paid,15.0
INV0010340,SUB000973,2025-08-13,41.65,41.65,Paid,15.0
INV0010341,SUB000973,2025-09-13,41.65,41.65,Paid,15.0
INV0010342,SUB000973,2025-10-13,41.65,41.65,Paid,15.0
INV0010343,SUB000973,2025-11-13,41.65,41.65,Paid,15.0
INV0010344,SUB000973,2025-12-13,41.65,41.65,Paid,15.0
INV0010345,SUB000974,2024-02-17,39.2,39.2,Paid,20.0
INV0010346,SUB000974,2024-03-17,39.2,0.0,Refunded,20.0
INV0010347,SUB000974,2024-04-17,39.2,39.2,Paid,20.0
INV0010348,SUB000974,2024-05-17,39.2,39.2,Paid,20.0
INV0010349,SUB000974,2024-06-17,39.2,39.2,Paid,20.0
INV0010350,SUB000974,2024-07-17,39.2,39.2,Paid,20.0
INV0010351,SUB000974,2024-08-17,39.2,39.2,Paid,20.0
INV0010352,SUB000974,2024-09-17,39.2,39.2,Paid,20.0
INV0010353,SUB000974,2024-10-17,39.2,39.2,Paid,20.0
INV0010354,SUB000974,2024-11-17,39.2,39.2,Paid,20.0
INV0010355,SUB000974,2024-12-17,39.2,0.0,Failed,20.0
INV0010356,SUB000974,2025-01-17,39.2,39.2,Paid,20.0
INV0010357,SUB000974,2025-02-17,39.2,39.2,Paid,20.0
INV0010358,SUB000974,2025-03-17,39.2,39.2,Paid,20.0
INV0010359,SUB000974,2025-04-17,39.2,39.2,Paid,20.0
INV0010360,SUB000974,2025-05-17,39.2,39.2,Paid,20.0
INV0010361,SUB000974,2025-06-17,39.2,39.2,Paid,20.0
INV0010362,SUB000974,2025-07-17,39.2,39.2,Paid,20.0
INV0010363,SUB000974,2025-08-17,39.2,39.2,Paid,20.0
INV0010364,SUB000974,2025-09-17,39.2,39.2,Paid,20.0
INV0010365,SUB000974,2025-10-17,39.2,39.2,Paid,20.0
INV0010366,SUB000974,2025-11-17,39.2,39.2,Paid,20.0
INV0010367,SUB000974,2025-12-17,39.2,39.2,Paid,20.0
INV0010368,SUB000975,2025-08-17,159.2,0.0,Failed,20.0
INV0010369,SUB000975,2025-09-17,159.2,159.2,Paid,20.0
INV0010370,SUB000975,2025-10-17,159.2,159.2,Paid,20.0
INV0010371,SUB000975,2025-11-17,159.2,159.2,Paid,20.0
INV0010372,SUB000975,2025-12-17,159.2,159.2,Paid,20.0
INV0010373,SUB000976,2023-09-05,46.55,46.55,Paid,5.0
INV0010374,SUB000976,2023-10-05,46.55,46.55,Paid,5.0
INV0010375,SUB000976,2023-11-05,46.55,46.55,Paid,5.0
INV0010376,SUB000976,2023-12-05,46.55,46.55,Paid,5.0
INV0010377,SUB000976,2024-01-05,46.55,46.55,Paid,5.0
INV0010378,SUB000976,2024-02-05,46.55,46.55,Paid,5.0
INV0010379,SUB000976,2024-03-05,46.55,46.55,Paid,5.0
INV0010380,SUB000976,2024-04-05,46.55,46.55,Paid,5.0
INV0010381,SUB000976,2024-05-05,46.55,46.55,Paid,5.0
INV0010382,SUB000976,2024-06-05,46.55,0.0,Refunded,5.0
INV0010383,SUB000976,2024-07-05,46.55,0.0,Failed,5.0
INV0010384,SUB000976,2024-08-05,46.55,46.55,Paid,5.0
INV0010385,SUB000976,2024-09-05,46.55,46.55,Paid,5.0
INV0010386,SUB000976,2024-10-05,46.55,46.55,Paid,5.0
INV0010387,SUB000976,2024-11-05,46.55,46.55,Paid,5.0
INV0010388,SUB000976,2024-12-05,46.55,46.55,Paid,5.0
INV0010389,SUB000976,2025-01-05,46.55,46.55,Paid,5.0
INV0010390,SUB000976,2025-02-05,46.55,46.55,Paid,5.0
INV0010391,SUB000976,2025-03-05,46.55,46.55,Paid,5.0
INV0010392,SUB000976,2025-04-05,46.55,46.55,Paid,5.0
INV0010393,SUB000976,2025-05-05,46.55,46.55,Paid,5.0
INV0010394,SUB000976,2025-06-05,46.55,46.55,Paid,5.0
INV0010395,SUB000976,2025-07-05,46.55,46.55,Paid,5.0
INV0010396,SUB000976,2025-08-05,46.55,46.55,Paid,5.0
INV0010397,SUB000976,2025-09-05,46.55,46.55,Paid,5.0
INV0010398,SUB000976,2025-10-05,46.55,46.55,Paid,5.0
INV0010399,SUB000976,2025-11-05,46.55,46.55,Paid,5.0
INV0010400,SUB000976,2025-12-05,46.55,46.55,Paid,5.0
INV0010401,SUB000977,2025-06-08,189.05,0.0,Failed,5.0
INV0010402,SUB000977,2025-07-08,189.05,0.0,Failed,5.0
INV0010403,SUB000977,2025-08-08,189.05,189.05,Paid,5.0
INV0010404,SUB000977,2025-09-08,189.05,0.0,Refunded,5.0
INV0010405,SUB000977,2025-10-08,189.05,189.05,Paid,5.0
INV0010406,SUB000977,2025-11-08,189.05,0.0,Failed,5.0
INV0010407,SUB000977,2025-12-08,189.05,189.05,Paid,5.0
INV0010408,SUB000978,2025-11-22,854.05,854.05,Paid,5.0
INV0010409,SUB000978,2025-12-22,854.05,854.05,Paid,5.0
INV0010410,SUB000979,2025-01-03,199.0,199.0,Paid,0.0
INV0010411,SUB000979,2025-02-03,199.0,199.0,Paid,0.0
INV0010412,SUB000979,2025-03-03,199.0,199.0,Paid,0.0
INV0010413,SUB000979,2025-04-03,199.0,199.0,Paid,0.0
INV0010414,SUB000979,2025-05-03,199.0,199.0,Paid,0.0
INV0010415,SUB000979,2025-06-03,199.0,199.0,Paid,0.0
INV0010416,SUB000979,2025-07-03,199.0,199.0,Paid,0.0
INV0010417,SUB000979,2025-08-03,199.0,199.0,Paid,0.0
INV0010418,SUB000979,2025-09-03,199.0,199.0,Paid,0.0
INV0010419,SUB000979,2025-10-03,199.0,0.0,Refunded,0.0
INV0010420,SUB000979,2025-11-03,199.0,199.0,Paid,0.0
INV0010421,SUB000979,2025-12-03,199.0,199.0,Paid,0.0
INV0010422,SUB000980,2025-10-13,49.0,49.0,Paid,0.0
INV0010423,SUB000980,2025-11-13,49.0,49.0,Paid,0.0
INV0010424,SUB000981,2025-08-31,39.2,39.2,Paid,20.0
INV0010425,SUB000981,2025-09-30,39.2,39.2,Paid,20.0
INV0010426,SUB000981,2025-10-30,39.2,39.2,Paid,20.0
INV0010427,SUB000981,2025-11-30,39.2,39.2,Paid,20.0
INV0010428,SUB000981,2025-12-30,39.2,39.2,Paid,20.0
INV0010429,SUB000982,2025-03-25,41.65,41.65,Paid,15.0
INV0010430,SUB000982,2025-04-25,41.65,41.65,Paid,15.0
INV0010431,SUB000982,2025-05-25,41.65,41.65,Paid,15.0
INV0010432,SUB000982,2025-06-25,41.65,41.65,Paid,15.0
INV0010433,SUB000982,2025-07-25,41.65,41.65,Paid,15.0
INV0010434,SUB000982,2025-08-25,41.65,41.65,Paid,15.0
INV0010435,SUB000982,2025-09-25,41.65,41.65,Paid,15.0
INV0010436,SUB000982,2025-10-25,41.65,0.0,Failed,15.0
INV0010437,SUB000982,2025-11-25,41.65,41.65,Paid,15.0
INV0010438,SUB000982,2025-12-25,41.65,41.65,Paid,15.0
INV0010439,SUB000983,2024-12-14,44.1,44.1,Paid,10.0
INV0010440,SUB000983,2025-01-14,44.1,44.1,Paid,10.0
INV0010441,SUB000983,2025-02-14,44.1,44.1,Paid,10.0
INV0010442,SUB000983,2025-03-14,44.1,44.1,Paid,10.0
INV0010443,SUB000983,2025-04-14,44.1,44.1,Paid,10.0
INV0010444,SUB000983,2025-05-14,44.1,0.0,Refunded,10.0
INV0010445,SUB000983,2025-06-14,44.1,0.0,Failed,10.0
INV0010446,SUB000984,2025-05-10,809.1,809.1,Paid,10.0
INV0010447,SUB000984,2025-06-10,809.1,809.1,Paid,10.0
INV0010448,SUB000984,2025-07-10,809.1,0.0,Failed,10.0
INV0010449,SUB000984,2025-08-10,809.1,809.1,Paid,10.0
INV0010450,SUB000984,2025-09-10,809.1,809.1,Paid,10.0
INV0010451,SUB000984,2025-10-10,809.1,809.1,Paid,10.0
INV0010452,SUB000984,2025-11-10,809.1,809.1,Paid,10.0
INV0010453,SUB000984,2025-12-10,809.1,809.1,Paid,10.0
INV0010454,SUB000985,2025-07-31,46.55,46.55,Paid,5.0
INV0010455,SUB000985,2025-08-31,46.55,46.55,Paid,5.0
INV0010456,SUB000985,2025-09-30,46.55,46.55,Paid,5.0
INV0010457,SUB000985,2025-10-30,46.55,46.55,Paid,5.0
INV0010458,SUB000985,2025-11-30,46.55,46.55,Paid,5.0
INV0010459,SUB000985,2025-12-30,46.55,46.55,Paid,5.0
INV0010460,SUB000986,2025-01-04,49.0,0.0,Failed,0.0
INV0010461,SUB000986,2025-02-04,49.0,49.0,Paid,0.0
INV0010462,SUB000986,2025-03-04,49.0,49.0,Paid,0.0
INV0010463,SUB000986,2025-04-04,49.0,49.0,Paid,0.0
INV0010464,SUB000986,2025-05-04,49.0,49.0,Paid,0.0
INV0010465,SUB000986,2025-06-04,49.0,49.0,Paid,0.0
INV0010466,SUB000986,2025-07-04,49.0,49.0,Paid,0.0
INV0010467,SUB000986,2025-08-04,49.0,49.0,Paid,0.0
INV0010468,SUB000986,2025-09-04,49.0,49.0,Paid,0.0
INV0010469,SUB000986,2025-10-04,49.0,49.0,Paid,0.0
INV0010470,SUB000986,2025-11-04,49.0,49.0,Paid,0.0
INV0010471,SUB000986,2025-12-04,49.0,49.0,Paid,0.0
INV0010472,SUB000987,2023-10-03,49.0,49.0,Paid,0.0
INV0010473,SUB000987,2023-11-03,49.0,49.0,Paid,0.0
INV0010474,SUB000987,2023-12-03,49.0,49.0,Paid,0.0
INV0010475,SUB000987,2024-01-03,49.0,49.0,Paid,0.0
INV0010476,SUB000987,2024-02-03,49.0,49.0,Paid,0.0
INV0010477,SUB000987,2024-03-03,49.0,49.0,Paid,0.0
INV0010478,SUB000987,2024-04-03,49.0,0.0,Failed,0.0
INV0010479,SUB000987,2024-05-03,49.0,49.0,Paid,0.0
INV0010480,SUB000987,2024-06-03,49.0,49.0,Paid,0.0
INV0010481,SUB000987,2024-07-03,49.0,49.0,Paid,0.0
INV0010482,SUB000987,2024-08-03,49.0,49.0,Paid,0.0
INV0010483,SUB000987,2024-09-03,49.0,49.0,Paid,0.0
INV0010484,SUB000987,2024-10-03,49.0,0.0,Failed,0.0
INV0010485,SUB000987,2024-11-03,49.0,49.0,Paid,0.0
INV0010486,SUB000987,2024-12-03,49.0,49.0,Paid,0.0
INV0010487,SUB000987,2025-01-03,49.0,49.0,Paid,0.0
INV0010488,SUB000987,2025-02-03,49.0,49.0,Paid,0.0
INV0010489,SUB000987,2025-03-03,49.0,49.0,Paid,0.0
INV0010490,SUB000987,2025-04-03,49.0,0.0,Failed,0.0
INV0010491,SUB000987,2025-05-03,49.0,49.0,Paid,0.0
INV0010492,SUB000987,2025-06-03,49.0,49.0,Paid,0.0
INV0010493,SUB000987,2025-07-03,49.0,49.0,Paid,0.0
INV0010494,SUB000987,2025-08-03,49.0,49.0,Paid,0.0
INV0010495,SUB000987,2025-09-03,49.0,49.0,Paid,0.0
INV0010496,SUB000987,2025-10-03,49.0,49.0,Paid,0.0
INV0010497,SUB000987,2025-11-03,49.0,49.0,Paid,0.0
INV0010498,SUB000987,2025-12-03,49.0,0.0,Failed,0.0
INV0010499,SUB000988,2025-09-10,49.0,49.0,Paid,0.0
INV0010500,SUB000988,2025-10-10,49.0,49.0,Paid,0.0
INV0010501,SUB000988,2025-11-10,49.0,49.0,Paid,0.0
INV0010502,SUB000988,2025-12-10,49.0,49.0,Paid,0.0
INV0010503,SUB000989,2025-12-10,199.0,199.0,Paid,0.0
INV0010504,SUB000990,2025-04-07,49.0,49.0,Paid,0.0
INV0010505,SUB000990,2025-05-07,49.0,49.0,Paid,0.0
INV0010506,SUB000990,2025-06-07,49.0,49.0,Paid,0.0
INV0010507,SUB000990,2025-07-07,49.0,49.0,Paid,0.0
INV0010508,SUB000990,2025-08-07,49.0,49.0,Paid,0.0
INV0010509,SUB000990,2025-09-07,49.0,49.0,Paid,0.0
INV0010510,SUB000990,2025-10-07,49.0,0.0,Failed,0.0
INV0010511,SUB000990,2025-11-07,49.0,49.0,Paid,0.0
INV0010512,SUB000990,2025-12-07,49.0,49.0,Paid,0.0
INV0010513,SUB000991,2023-09-27,189.05,189.05,Paid,5.0
INV0010514,SUB000991,2023-10-27,189.05,0.0,Refunded,5.0
INV0010515,SUB000991,2023-11-27,189.05,189.05,Paid,5.0
INV0010516,SUB000991,2023-12-27,189.05,189.05,Paid,5.0
INV0010517,SUB000991,2024-01-27,189.05,189.05,Paid,5.0
INV0010518,SUB000991,2024-02-27,189.05,189.05,Paid,5.0
INV0010519,SUB000991,2024-03-27,189.05,189.05,Paid,5.0
INV0010520,SUB000991,2024-04-27,189.05,189.05,Paid,5.0
INV0010521,SUB000991,2024-05-27,189.05,189.05,Paid,5.0
INV0010522,SUB000991,2024-06-27,189.05,189.05,Paid,5.0
INV0010523,SUB000991,2024-07-27,189.05,189.05,Paid,5.0
INV0010524,SUB000991,2024-08-27,189.05,189.05,Paid,5.0
INV0010525,SUB000991,2024-09-27,189.05,189.05,Paid,5.0
INV0010526,SUB000991,2024-10-27,189.05,189.05,Paid,5.0
INV0010527,SUB000991,2024-11-27,189.05,189.05,Paid,5.0
INV0010528,SUB000991,2024-12-27,189.05,189.05,Paid,5.0
INV0010529,SUB000991,2025-01-27,189.05,189.05,Paid,5.0
INV0010530,SUB000991,2025-02-27,189.05,189.05,Paid,5.0
INV0010531,SUB000991,2025-03-27,189.05,189.05,Paid,5.0
INV0010532,SUB000991,2025-04-27,189.05,189.05,Paid,5.0
INV0010533,SUB000991,2025-05-27,189.05,189.05,Paid,5.0
INV0010534,SUB000991,2025-06-27,189.05,189.05,Paid,5.0
INV0010535,SUB000991,2025-07-27,189.05,189.05,Paid,5.0
INV0010536,SUB000991,2025-08-27,189.05,189.05,Paid,5.0
INV0010537,SUB000991,2025-09-27,189.05,189.05,Paid,5.0
INV0010538,SUB000991,2025-10-27,189.05,189.05,Paid,5.0
INV0010539,SUB000991,2025-11-27,189.05,189.05,Paid,5.0
INV0010540,SUB000991,2025-12-27,189.05,189.05,Paid,5.0
INV0010541,SUB000992,2025-05-22,44.1,44.1,Paid,10.0
