subscription_id,customer_id,plan_tier,start_date,billing_cycle,mrr_amount,status,change_type
SUB000743,CUST00655,Starter,2025-07-08,Monthly,49,Cancelled,New
SUB000744,CUST00656,Enterprise,2025-02-05,Annual,899,Active,New
SUB000745,CUST00657,Starter,2025-09-18,Monthly,39.2,Cancelled,New
SUB000746,CUST00658,Growth,2025-08-22,Annual,169.15,Cancelled,New
SUB000747,CUST00659,Growth,2024-11-24,Monthly,199,Active,New
SUB000748,CUST00659,Enterprise,2025-09-24,Monthly,899,Active,Upgrade
SUB000749,CUST00660,Starter,2023-11-23,Monthly,49,Active,New
SUB000750,CUST00661,Starter,2025-03-28,Monthly,41.65,Cancelled,New
SUB000751,CUST00662,Starter,2023-11-12,Annual,46.55,Active,New
SUB000752,CUST00663,Growth,2025-06-29,Monthly,169.15,Cancelled,New
SUB000753,CUST00664,Growth,2023-04-09,Monthly,169.15,Active,New
SUB000754,CUST00665,Starter,2025-08-01,Monthly,49,Active,New
SUB000755,CUST00666,Starter,2025-02-28,Annual,49,Active,New
SUB000756,CUST00667,Growth,2024-04-20,Monthly,189.05,Active,New
SUB000757,CUST00668,Growth,2025-07-28,Annual,179.1,Active,New
SUB000758,CUST00668,Starter,2025-10-28,Annual,44.1,Active,Downgrade
SUB000759,CUST00669,Enterprise,2025-05-14,Annual,899,Active,New
SUB000760,CUST00670,Growth,2024-05-30,Monthly,199,Active,New
SUB000761,CUST00671,Growth,2025-10-16,Annual,179.1,Active,New
SUB000762,CUST00672,Starter,2024-11-19,Annual,49,Active,New
SUB000763,CUST00673,Growth,2025-06-20,Monthly,199,Active,New
SUB000764,CUST00674,Growth,2024-08-09,Monthly,199,Cancelled,New
SUB000765,CUST00675,Growth,2024-08-04,Annual,199,Active,New
SUB000766,CUST00676,Growth,2024-05-12,Monthly,199,Cancelled,New
SUB000767,CUST00677,Enterprise,2023-08-09,Monthly,809.1,Cancelled,New
SUB000768,CUST00678,Growth,2025-03-27,Monthly,199,Active,New
SUB000769,CUST00679,Starter,2025-10-06,Monthly,49,Active,New
SUB000770,CUST00680,Growth,2025-09-13,Monthly,169.15,Active,New
SUB000771,CUST00680,Enterprise,2025-12-13,Monthly,764.15,Active,Upgrade
SUB000772,CUST00681,Growth,2025-11-30,Annual,179.1,Active,New
SUB000773,CUST00682,Enterprise,2025-11-29,Annual,899,Active,New
SUB000774,CUST00683,Starter,2023-07-09,Monthly,44.1,Cancelled,New
SUB000775,CUST00684,Enterprise,2025-05-28,Monthly,899,Active,New
SUB000776,CUST00685,Starter,2025-07-30,Monthly,46.55,Active,New
SUB000777,CUST00685,Growth,2025-11-30,Annual,189.05,Active,Upgrade
SUB000778,CUST00686,Growth,2025-05-09,Monthly,149.25,Active,New
SUB000779,CUST00687,Starter,2025-07-27,Monthly,49,Active,New
SUB000780,CUST00688,Starter,2025-04-22,Monthly,41.65,Active,New
SUB000781,CUST00689,Growth,2024-06-09,Monthly,179.1,Cancelled,New
SUB000782,CUST00690,Starter,2025-07-03,Monthly,49,Active,New
SUB000783,CUST00691,Starter,2025-06-11,Monthly,41.65,Active,New
SUB000784,CUST00692,Starter,2025-06-19,Monthly,49,Active,New
SUB000785,CUST00693,Starter,2025-05-16,Monthly,49,Cancelled,New
SUB000786,CUST00694,Growth,2025-06-05,Monthly,199,Active,New
SUB000787,CUST00695,Starter,2025-04-30,Monthly,46.55,Active,New
SUB000788,CUST00695,Growth,2025-09-30,Monthly,189.05,Active,Upgrade
SUB000789,CUST00696,Enterprise,2025-03-13,Annual,899,Active,New
SUB000790,CUST00697,Growth,2024-08-17,Annual,179.1,Cancelled,New
SUB000791,CUST00698,Growth,2023-10-05,Monthly,199,Active,New
SUB000792,CUST00699,Starter,2025-10-02,Monthly,41.65,Active,New
SUB000793,CUST00700,Starter,2025-10-05,Monthly,41.65,Active,New
SUB000794,CUST00701,Enterprise,2025-11-29,Annual,809.1,Active,New
SUB000795,CUST00702,Growth,2025-01-21,Monthly,159.2,Active,New
SUB000796,CUST00702,Enterprise,2025-11-21,Monthly,719.2,Active,Upgrade
SUB000797,CUST00703,Starter,2025-11-18,Monthly,36.75,Active,New
SUB000798,CUST00704,Enterprise,2024-11-21,Monthly,899,Active,New
SUB000799,CUST00705,Starter,2024-08-08,Annual,46.55,Cancelled,New
SUB000800,CUST00706,Growth,2025-07-28,Monthly,149.25,Active,New
SUB000801,CUST00707,Starter,2024-10-02,Monthly,49,Active,New
SUB000802,CUST00708,Growth,2024-10-27,Annual,199,Active,New
SUB000803,CUST00709,Starter,2024-03-21,Monthly,49,Cancelled,New
SUB000804,CUST00710,Starter,2025-02-05,Annual,49,Active,New
SUB000805,CUST00710,Growth,2025-07-05,Monthly,199,Active,Upgrade
SUB000806,CUST00711,Enterprise,2025-04-11,Monthly,899,Active,New
SUB000807,CUST00712,Growth,2025-02-07,Monthly,199,Active,New
SUB000808,CUST00713,Growth,2023-10-17,Monthly,199,Active,New
SUB000809,CUST00714,Starter,2025-06-05,Monthly,39.2,Active,New
SUB000810,CUST00715,Growth,2025-09-10,Monthly,169.15,Active,New
SUB000811,CUST00715,Enterprise,2025-12-10,Annual,764.15,Active,Upgrade
SUB000812,CUST00716,Starter,2025-02-08,Monthly,46.55,Active,New
SUB000813,CUST00717,Growth,2024-11-01,Monthly,199,Active,New
SUB000814,CUST00718,Starter,2025-07-30,Annual,46.55,Active,New
SUB000815,CUST00719,Enterprise,2025-04-03,Monthly,809.1,Active,New
SUB000816,CUST00720,Enterprise,2025-03-24,Monthly,809.1,Active,New
SUB000817,CUST00721,Starter,2024-05-09,Annual,44.1,Active,New
SUB000818,CUST00722,Enterprise,2024-08-25,Annual,674.25,Active,New
SUB000819,CUST00723,Growth,2024-11-12,Annual,169.15,Cancelled,New
SUB000820,CUST00724,Growth,2025-09-13,Monthly,169.15,Active,New
SUB000821,CUST00725,Starter,2024-06-17,Monthly,49,Active,New
SUB000822,CUST00726,Starter,2025-09-27,Monthly,41.65,Active,New
SUB000823,CUST00727,Growth,2025-01-17,Monthly,199,Active,New
SUB000824,CUST00727,Enterprise,2025-08-17,Annual,899,Active,Upgrade
SUB000825,CUST00728,Starter,2023-09-04,Monthly,41.65,Cancelled,New
SUB000826,CUST00729,Starter,2025-01-24,Monthly,41.65,Active,New
SUB000827,CUST00730,Growth,2024-12-26,Annual,189.05,Active,New
SUB000828,CUST00731,Growth,2025-09-04,Annual,179.1,Active,New
SUB000829,CUST00732,Growth,2025-02-23,Monthly,169.15,Cancelled,New
SUB000830,CUST00733,Starter,2023-10-01,Annual,44.1,Active,New
SUB000831,CUST00734,Growth,2024-04-08,Monthly,189.05,Active,New
SUB000832,CUST00735,Growth,2025-07-08,Monthly,199,Active,New
SUB000833,CUST00736,Starter,2024-11-16,Annual,36.75,Active,New
SUB000834,CUST00737,Growth,2025-08-05,Annual,199,Active,New
SUB000835,CUST00737,Enterprise,2025-11-05,Monthly,899,Active,Upgrade
SUB000836,CUST00738,Starter,2024-11-23,Monthly,49,Cancelled,New
SUB000837,CUST00739,Enterprise,2025-08-06,Monthly,854.05,Active,New
SUB000838,CUST00740,Starter,2025-06-05,Annual,39.2,Active,New
SUB000839,CUST00741,Growth,2024-09-24,Monthly,199,Active,New
SUB000840,CUST00741,Starter,2025-03-24,Annual,49,Active,Downgrade
SUB000841,CUST00742,Growth,2024-08-17,Monthly,179.1,Active,New
SUB000842,CUST00743,Starter,2025-06-28,Annual,49,Cancelled,New
SUB000843,CUST00744,Starter,2023-12-02,Annual,49,Cancelled,New
SUB000844,CUST00745,Growth,2025-10-30,Monthly,199,Cancelled,New
SUB000845,CUST00746,Growth,2023-12-27,Monthly,199,Active,New
SUB000846,CUST00747,Growth,2025-01-08,Monthly,189.05,Active,New
SUB000847,CUST00747,Starter,2025-09-08,Monthly,46.55,Active,Downgrade
SUB000848,CUST00748,Starter,2025-07-24,Annual,41.65,Active,New
SUB000849,CUST00749,Enterprise,2025-07-27,Annual,764.15,Active,New
SUB000850,CUST00750,Starter,2024-12-12,Monthly,46.55,Active,New
SUB000851,CUST00751,Growth,2024-09-20,Monthly,199,Active,New
SUB000852,CUST00752,Starter,2024-10-16,Monthly,49,Active,New
SUB000853,CUST00753,Growth,2025-03-10,Annual,199,Active,New
SUB000854,CUST00754,Starter,2024-12-29,Monthly,49,Active,New
SUB000855,CUST00755,Growth,2024-10-17,Monthly,169.15,Cancelled,New
SUB000856,CUST00756,Enterprise,2025-04-02,Monthly,809.1,Active,New
SUB000857,CUST00757,Starter,2023-05-17,Monthly,41.65,Cancelled,New
SUB000858,CUST00758,Starter,2025-01-21,Monthly,41.65,Active,New
SUB000859,CUST00759,Starter,2025-04-21,Monthly,49,Active,New
SUB000860,CUST00760,Starter,2024-01-15,Annual,49,Cancelled,New
SUB000861,CUST00761,Growth,2025-08-30,Monthly,169.15,Active,New
SUB000862,CUST00762,Enterprise,2024-10-20,Annual,899,Active,New
SUB000863,CUST00763,Growth,2024-06-26,Monthly,199,Active,New
SUB000864,CUST00764,Growth,2025-09-02,Annual,199,Active,New
SUB000865,CUST00765,Enterprise,2025-08-23,Monthly,899,Active,New
SUB000866,CUST00766,Growth,2025-02-03,Monthly,179.1,Active,New
SUB000867,CUST00767,Starter,2025-09-02,Monthly,46.55,Cancelled,New
SUB000868,CUST00768,Starter,2024-02-09,Annual,44.1,Cancelled,New
SUB000869,CUST00769,Growth,2025-01-29,Monthly,189.05,Active,New
SUB000870,CUST00770,Growth,2025-03-30,Monthly,189.05,Active,New
SUB000871,CUST00771,Growth,2025-05-02,Monthly,159.2,Active,New
SUB000872,CUST00772,Starter,2025-03-23,Monthly,49,Active,New
SUB000873,CUST00773,Growth,2024-11-11,Monthly,179.1,Cancelled,New
SUB000874,CUST00774,Growth,2025-06-10,Annual,199,Active,New
SUB000875,CUST00775,Starter,2024-04-03,Monthly,36.75,Cancelled,New
SUB000876,CUST00776,Growth,2025-10-01,Monthly,179.1,Active,New
SUB000877,CUST00777,Growth,2025-11-10,Monthly,199,Active,New
SUB000878,CUST00778,Enterprise,2025-05-16,Monthly,899,Active,New
SUB000879,CUST00779,Growth,2025-06-11,Monthly,189.05,Cancelled,New
SUB000880,CUST00780,Enterprise,2025-09-07,Annual,809.1,Active,New
SUB000881,CUST00781,Starter,2025-10-19,Monthly,49,Cancelled,New
SUB000882,CUST00782,Growth,2024-09-15,Annual,199,Cancelled,New
SUB000883,CUST00783,Growth,2023-04-18,Annual,169.15,Active,New
SUB000884,CUST00783,Enterprise,2024-08-18,Monthly,764.15,Active,Upgrade
SUB000885,CUST00784,Starter,2024-10-19,Monthly,49,Active,New
SUB000886,CUST00784,Growth,2025-07-19,Monthly,199,Active,Upgrade
SUB000887,CUST00785,Growth,2025-08-11,Annual,199,Active,New
SUB000888,CUST00786,Growth,2025-05-31,Monthly,199,Active,New
SUB000889,CUST00786,Enterprise,2025-08-31,Monthly,899,Active,Upgrade
SUB000890,CUST00787,Enterprise,2025-05-08,Monthly,899,Active,New
SUB000891,CUST00788,Starter,2024-04-08,Annual,49,Active,New
SUB000892,CUST00789,Growth,2023-12-12,Annual,199,Active,New
SUB000893,CUST00790,Starter,2025-04-25,Monthly,41.65,Active,New
SUB000894,CUST00791,Starter,2025-11-18,Monthly,41.65,Active,New
SUB000895,CUST00792,Enterprise,2024-12-18,Annual,899,Active,New
SUB000896,CUST00793,Growth,2023-07-31,Monthly,189.05,Active,New
SUB000897,CUST00794,Growth,2023-09-05,Monthly,199,Cancelled,New
SUB000898,CUST00795,Enterprise,2024-08-15,Annual,899,Active,New
SUB000899,CUST00796,Enterprise,2025-03-22,Monthly,899,Active,New
SUB000900,CUST00797,Growth,2024-06-23,Monthly,199,Active,New
SUB000901,CUST00797,Enterprise,2025-02-23,Monthly,899,Active,Upgrade
SUB000902,CUST00798,Starter,2025-01-10,Monthly,41.65,Active,New
SUB000903,CUST00799,Starter,2025-07-24,Monthly,49,Active,New
SUB000904,CUST00800,Starter,2024-11-28,Annual,49,Cancelled,New
SUB000905,CUST00801,Growth,2025-07-29,Monthly,189.05,Active,New
SUB000906,CUST00802,Starter,2024-12-09,Annual,49,Active,New
SUB000907,CUST00803,Starter,2025-06-22,Monthly,49,Active,New
SUB000908,CUST00803,Growth,2025-10-22,Monthly,199,Active,Upgrade
SUB000909,CUST00804,Enterprise,2025-10-09,Monthly,854.05,Active,New
SUB000910,CUST00805,Starter,2025-06-08,Monthly,39.2,Active,New
SUB000911,CUST00806,Enterprise,2024-04-03,Monthly,899,Active,New
SUB000912,CUST00807,Starter,2023-12-07,Monthly,44.1,Active,New
SUB000913,CUST00808,Enterprise,2025-08-16,Monthly,899,Active,New
SUB000914,CUST00809,Enterprise,2025-01-23,Monthly,899,Active,New
SUB000915,CUST00810,Enterprise,2025-04-01,Monthly,809.1,Active,New
SUB000916,CUST00811,Enterprise,2025-09-01,Monthly,899,Active,New
SUB000917,CUST00812,Growth,2023-09-04,Monthly,179.1,Active,New
SUB000918,CUST00812,Enterprise,2025-10-04,Monthly,809.1,Active,Upgrade
SUB000919,CUST00813,Growth,2025-08-01,Annual,199,Active,New
SUB000920,CUST00813,Enterprise,2025-11-01,Monthly,899,Active,Upgrade
SUB000921,CUST00814,Growth,2025-11-20,Monthly,199,Active,New
SUB000922,CUST00815,Starter,2025-04-20,Monthly,46.55,Cancelled,New
SUB000923,CUST00816,Growth,2024-08-16,Monthly,169.15,Active,New
SUB000924,CUST00817,Starter,2025-05-10,Monthly,49,Active,New
SUB000925,CUST00818,Starter,2025-04-28,Annual,49,Cancelled,New
SUB000926,CUST00819,Growth,2025-01-31,Monthly,179.1,Active,New
SUB000927,CUST00820,Starter,2023-12-07,Monthly,41.65,Cancelled,New
SUB000928,CUST00821,Growth,2025-03-21,Annual,189.05,Active,New
SUB000929,CUST00822,Growth,2023-10-01,Annual,199,Active,New
SUB000930,CUST00823,Growth,2023-11-13,Monthly,169.15,Cancelled,New
SUB000931,CUST00824,Growth,2024-12-08,Annual,189.05,Active,New
SUB000932,CUST00824,Starter,2025-09-08,Monthly,46.55,Active,Downgrade
SUB000933,CUST00825,Starter,2025-06-23,Monthly,36.75,Active,New
SUB000934,CUST00826,Growth,2025-11-04,Monthly,199,Active,New
SUB000935,CUST00827,Starter,2025-06-01,Monthly,49,Cancelled,New
SUB000936,CUST00828,Starter,2024-09-29,Annual,44.1,Cancelled,New
SUB000937,CUST00829,Growth,2023-12-31,Monthly,159.2,Active,New
SUB000938,CUST00830,Growth,2024-12-04,Monthly,199,Active,New
SUB000939,CUST00831,Starter,2025-07-01,Monthly,49,Active,New
SUB000940,CUST00831,Growth,2025-11-01,Annual,199,Active,Upgrade
SUB000941,CUST00832,Starter,2025-09-16,Monthly,36.75,Active,New
SUB000942,CUST00832,Growth,2025-12-16,Monthly,149.25,Active,Upgrade
SUB000943,CUST00833,Growth,2025-03-21,Monthly,199,Active,New
SUB000944,CUST00834,Starter,2024-01-01,Annual,46.55,Cancelled,New
SUB000945,CUST00835,Growth,2025-01-06,Monthly,199,Cancelled,New
SUB000946,CUST00836,Enterprise,2025-08-27,Annual,899,Active,New
SUB000947,CUST00837,Starter,2025-06-14,Monthly,49,Cancelled,New
SUB000948,CUST00838,Enterprise,2025-04-10,Monthly,899,Active,New
SUB000949,CUST00839,Growth,2025-02-16,Monthly,199,Cancelled,New
SUB000950,CUST00840,Starter,2024-08-24,Monthly,49,Active,New
SUB000951,CUST00841,Growth,2024-02-19,Monthly,159.2,Active,New
SUB000952,CUST00842,Starter,2025-03-16,Monthly,44.1,Active,New
SUB000953,CUST00842,Growth,2025-11-16,Monthly,179.1,Active,Upgrade
SUB000954,CUST00843,Starter,2025-03-18,Annual,46.55,Active,New
SUB000955,CUST00844,Growth,2025-02-14,Monthly,199,Active,New
SUB000956,CUST00845,Starter,2025-10-11,Annual,41.65,Cancelled,New
SUB000957,CUST00846,Enterprise,2025-05-20,Monthly,899,Active,New
SUB000958,CUST00847,Enterprise,2024-10-30,Annual,899,Active,New
SUB000959,CUST00848,Growth,2025-08-01,Monthly,199,Active,New
SUB000960,CUST00849,Enterprise,2025-07-26,Monthly,899,Active,New
SUB000961,CUST00850,Enterprise,2024-02-11,Monthly,809.1,Active,New
SUB000962,CUST00851,Growth,2024-10-13,Monthly,199,Active,New
SUB000963,CUST00852,Growth,2025-01-12,Monthly,169.15,Active,New
SUB000964,CUST00853,Starter,2024-12-14,Monthly,46.55,Cancelled,New
SUB000965,CUST00854,Starter,2023-10-27,Monthly,39.2,Active,New
SUB000966,CUST00855,Growth,2024-03-27,Monthly,199,Cancelled,New
SUB000967,CUST00856,Enterprise,2024-10-12,Monthly,854.05,Active,New
SUB000968,CUST00857,Starter,2024-06-06,Monthly,49,Active,New
SUB000969,CUST00858,Starter,2025-04-09,Monthly,49,Cancelled,New
SUB000970,CUST00859,Growth,2025-04-02,Monthly,179.1,Cancelled,New
SUB000971,CUST00860,Starter,2024-03-27,Annual,44.1,Cancelled,New
SUB000972,CUST00861,Growth,2025-07-26,Monthly,199,Cancelled,New
SUB000973,CUST00862,Starter,2025-05-13,Monthly,41.65,Active,New
SUB000974,CUST00863,Starter,2024-02-17,Monthly,39.2,Active,New
SUB000975,CUST00863,Growth,2025-08-17,Monthly,159.2,Active,Upgrade
SUB000976,CUST00864,Starter,2023-09-05,Annual,46.55,Active,New
SUB000977,CUST00865,Growth,2025-06-08,Monthly,189.05,Active,New
SUB000978,CUST00866,Enterprise,2025-11-22,Monthly,854.05,Active,New
SUB000979,CUST00867,Growth,2025-01-03,Monthly,199,Active,New
SUB000980,CUST00868,Starter,2025-10-13,Monthly,49,Cancelled,New
SUB000981,CUST00869,Starter,2025-08-31,Annual,39.2,Active,New
SUB000982,CUST00870,Starter,2025-03-25,Annual,41.65,Active,New
SUB000983,CUST00871,Starter,2024-12-14,Monthly,44.1,Cancelled,New
SUB000984,CUST00872,Enterprise,2025-05-10,Monthly,809.1,Active,New
SUB000985,CUST00873,Starter,2025-07-31,Monthly,46.55,Active,New
SUB000986,CUST00874,Starter,2025-01-04,Annual,49,Active,New
SUB000987,CUST00875,Starter,2023-10-03,Monthly,49,Active,New
SUB000988,CUST00876,Starter,2025-09-10,Monthly,49,Active,New
SUB000989,CUST00876,Growth,2025-12-10,Monthly,199,Active,Upgrade
SUB000990,CUST00877,Starter,2025-04-07,Monthly,49,Active,New
SUB000991,CUST00878,Growth,2023-09-27,Monthly,189.05,Active,New
SUB000992,CUST00879,Starter,2025-05-22,Monthly,44.1,Cancelled,New
SUB000993,CUST00880,Growth,2023-11-29,Monthly,199,Active,New
SUB000994,CUST00881,Starter,2024-07-16,Monthly,46.55,Active,New
SUB000995,CUST00882,Growth,2024-03-15,Monthly,199,Active,New
SUB000996,CUST00883,Starter,2025-06-07,Monthly,49,Cancelled,New
SUB000997,CUST00884,Growth,2023-07-15,Monthly,199,Active,New
SUB000998,CUST00885,Growth,2025-04-23,Monthly,169.15,Active,New
SUB000999,CUST00886,Growth,2024-01-04,Monthly,199,Cancelled,New
SUB001000,CUST00887,Growth,2025-01-29,Monthly,179.1,Active,New
SUB001001,CUST00887,Enterprise,2025-04-29,Annual,809.1,Active,Upgrade
SUB001002,CUST00888,Growth,2025-08-10,Annual,169.15,Active,New
SUB001003,CUST00889,Enterprise,2024-06-24,Monthly,899,Active,New
SUB001004,CUST00890,Enterprise,2025-08-19,Annual,899,Active,New
SUB001005,CUST00891,Starter,2025-09-06,Annual,41.65,Cancelled,New
SUB001006,CUST00892,Starter,2024-03-11,Monthly,44.1,Active,New
SUB001007,CUST00893,Starter,2025-11-29,Annual,49,Cancelled,New
SUB001008,CUST00894,Growth,2024-04-06,Annual,179.1,Active,New
SUB001009,CUST00895,Enterprise,2024-06-06,Monthly,899,Active,New
SUB001010,CUST00896,Starter,2024-10-29,Monthly,49,Active,New
SUB001011,CUST00896,Growth,2025-09-29,Annual,199,Active,Upgrade
SUB001012,CUST00897,Starter,2025-03-24,Monthly,44.1,Active,New
SUB001013,CUST00898,Enterprise,2024-10-26,Annual,764.15,Active,New
SUB001014,CUST00899,Growth,2025-04-03,Monthly,199,Cancelled,New
SUB001015,CUST00900,Growth,2024-03-01,Annual,199,Active,New
SUB001016,CUST00901,Growth,2024-08-27,Monthly,199,Active,New
SUB001017,CUST00901,Starter,2025-11-27,Annual,49,Active,Downgrade
SUB001018,CUST00902,Starter,2023-07-15,Annual,49,Cancelled,New
SUB001019,CUST00903,Starter,2023-12-26,Annual,49,Active,New
SUB001020,CUST00904,Growth,2025-10-10,Annual,199,Active,New
SUB001021,CUST00905,Growth,2025-10-07,Monthly,179.1,Active,New
SUB001022,CUST00906,Starter,2025-10-18,Monthly,46.55,Active,New
SUB001023,CUST00907,Starter,2024-07-17,Monthly,49,Cancelled,New
SUB001024,CUST00908,Starter,2025-05-04,Monthly,44.1,Active,New
SUB001025,CUST00909,Starter,2024-06-12,Monthly,49,Active,New
SUB001026,CUST00910,Growth,2025-05-25,Monthly,189.05,Active,New
SUB001027,CUST00911,Enterprise,2024-03-30,Annual,719.2,Active,New
SUB001028,CUST00912,Enterprise,2025-06-12,Monthly,674.25,Active,New
SUB001029,CUST00913,Growth,2025-10-01,Monthly,199,Cancelled,New
SUB001030,CUST00914,Growth,2024-06-19,Monthly,199,Active,New
SUB001031,CUST00915,Starter,2024-07-09,Monthly,39.2,Active,New
SUB001032,CUST00916,Starter,2024-06-07,Annual,36.75,Cancelled,New
SUB001033,CUST00917,Enterprise,2025-08-10,Monthly,899,Active,New
SUB001034,CUST00918,Enterprise,2024-02-27,Monthly,899,Active,New
SUB001035,CUST00919,Enterprise,2025-02-19,Monthly,854.05,Active,New
SUB001036,CUST00920,Growth,2024-07-02,Annual,169.15,Active,New
SUB001037,CUST00920,Enterprise,2024-12-02,Monthly,764.15,Active,Upgrade
SUB001038,CUST00921,Starter,2025-10-16,Monthly,44.1,Cancelled,New
SUB001039,CUST00922,Enterprise,2024-05-06,Annual,719.2,Active,New
SUB001040,CUST00923,Growth,2025-02-06,Annual,199,Active,New
SUB001041,CUST00924,Starter,2025-09-29,Monthly,49,Active,New
SUB001042,CUST00925,Growth,2024-03-21,Annual,179.1,Active,New
SUB001043,CUST00926,Enterprise,2025-02-16,Annual,854.05,Active,New
SUB001044,CUST00927,Starter,2025-08-21,Monthly,49,Cancelled,New
SUB001045,CUST00928,Enterprise,2025-06-02,Monthly,719.2,Active,New
SUB001046,CUST00929,Growth,2025-09-20,Monthly,199,Active,New
SUB001047,CUST00930,Growth,2024-07-23,Monthly,159.2,Active,New
SUB001048,CUST00931,Growth,2025-01-29,Monthly,149.25,Active,New
SUB001049,CUST00932,Starter,2025-03-21,Monthly,49,Active,New
SUB001050,CUST00933,Starter,2025-01-18,Monthly,49,Active,New
SUB001051,CUST00934,Growth,2025-09-10,Monthly,199,Active,New
SUB001052,CUST00934,Starter,2025-12-10,Monthly,49,Active,Downgrade
SUB001053,CUST00935,Growth,2025-07-09,Monthly,189.05,Active,New
SUB001054,CUST00936,Growth,2025-11-12,Annual,179.1,Active,New
SUB001055,CUST00937,Growth,2025-11-02,Annual,179.1,Active,New
SUB001056,CUST00938,Starter,2023-05-16,Annual,46.55,Active,New
SUB001057,CUST00939,Starter,2024-10-17,Monthly,49,Active,New
SUB001058,CUST00939,Growth,2025-03-17,Annual,199,Active,Upgrade
SUB001059,CUST00940,Growth,2025-02-21,Annual,199,Active,New
SUB001060,CUST00940,Starter,2025-05-21,Monthly,49,Active,Downgrade
SUB001061,CUST00941,Enterprise,2025-06-02,Monthly,854.05,Active,New
SUB001062,CUST00942,Growth,2024-05-22,Annual,169.15,Active,New
SUB001063,CUST00942,Enterprise,2025-10-22,Annual,764.15,Active,Upgrade
SUB001064,CUST00943,Starter,2024-07-27,Monthly,39.2,Active,New
SUB001065,CUST00944,Starter,2025-11-28,Monthly,49,Active,New
SUB001066,CUST00945,Starter,2024-06-01,Annual,49,Active,New
SUB001067,CUST00946,Starter,2025-09-12,Annual,49,Cancelled,New
SUB001068,CUST00947,Starter,2025-07-08,Monthly,49,Active,New
SUB001069,CUST00948,Growth,2024-10-21,Monthly,199,Active,New
SUB001070,CUST00949,Enterprise,2023-08-22,Monthly,719.2,Active,New
SUB001071,CUST00950,Growth,2023-09-01,Monthly,199,Active,New
SUB001072,CUST00950,Enterprise,2024-03-01,Annual,899,Active,Upgrade
SUB001073,CUST00951,Starter,2025-06-10,Annual,49,Active,New
SUB001074,CUST00952,Enterprise,2025-08-08,Annual,899,Active,New
SUB001075,CUST00953,Starter,2025-07-26,Monthly,49,Active,New
SUB001076,CUST00954,Enterprise,2024-01-05,Monthly,899,Active,New
SUB001077,CUST00955,Starter,2024-07-05,Annual,41.65,Active,New
SUB001078,CUST00956,Growth,2024-09-15,Monthly,169.15,Active,New
SUB001079,CUST00956,Starter,2025-02-15,Monthly,41.65,Active,Downgrade
SUB001080,CUST00957,Starter,2025-03-26,Annual,44.1,Active,New
SUB001081,CUST00958,Starter,2025-10-14,Monthly,46.55,Active,New
SUB001082,CUST00959,Starter,2023-10-24,Annual,49,Cancelled,New
SUB001083,CUST00960,Starter,2025-08-11,Monthly,49,Active,New
SUB001084,CUST00961,Starter,2025-10-17,Monthly,49,Active,New
SUB001085,CUST00962,Starter,2025-11-09,Monthly,44.1,Active,New
SUB001086,CUST00963,Starter,2023-05-30,Monthly,44.1,Cancelled,New
SUB001087,CUST00964,Enterprise,2025-08-30,Annual,764.15,Active,New
SUB001088,CUST00965,Starter,2024-11-14,Annual,49,Cancelled,New
SUB001089,CUST00966,Enterprise,2024-04-17,Monthly,899,Cancelled,New
SUB001090,CUST00967,Growth,2025-05-22,Monthly,169.15,Active,New
SUB001091,CUST00967,Starter,2025-11-22,Monthly,41.65,Active,Downgrade
SUB001092,CUST00968,Starter,2024-12-13,Monthly,49,Active,New
SUB001093,CUST00969,Enterprise,2024-10-24,Monthly,899,Active,New
SUB001094,CUST00970,Starter,2024-03-13,Monthly,41.65,Active,New
SUB001095,CUST00971,Enterprise,2025-08-06,Annual,764.15,Active,New
SUB001096,CUST00972,Starter,2025-10-31,Monthly,39.2,Active,New
SUB001097,CUST00973,Growth,2023-11-12,Annual,169.15,Active,New
SUB001098,CUST00974,Growth,2024-03-23,Monthly,169.15,Active,New
SUB001099,CUST00975,Starter,2024-05-23,Annual,46.55,Cancelled,New
SUB001100,CUST00976,Growth,2025-06-22,Annual,179.1,Active,New
SUB001101,CUST00976,Starter,2025-10-22,Annual,44.1,Active,Downgrade
SUB001102,CUST00977,Starter,2025-08-20,Annual,41.65,Active,New
SUB001103,CUST00978,Enterprise,2025-06-15,Monthly,899,Active,New
SUB001104,CUST00979,Starter,2025-04-30,Annual,44.1,Active,New
SUB001105,CUST00980,Enterprise,2024-09-06,Monthly,899,Active,New
SUB001106,CUST00981,Starter,2024-02-16,Monthly,49,Active,New
SUB001107,CUST00981,Growth,2024-05-16,Monthly,199,Active,Upgrade
SUB001108,CUST00982,Starter,2024-06-03,Monthly,49,Active,New
SUB001109,CUST00983,Growth,2025-03-12,Monthly,169.15,Active,New
SUB001110,CUST00984,Enterprise,2024-11-10,Annual,899,Active,New
SUB001111,CUST00985,Starter,2025-04-22,Monthly,49,Active,New
SUB001112,CUST00986,Starter,2024-06-26,Monthly,49,Active,New
SUB001113,CUST00987,Starter,2025-11-12,Monthly,41.65,Cancelled,New
SUB001114,CUST00988,Starter,2025-04-04,Monthly,49,Active,New
SUB001115,CUST00988,Growth,2025-12-04,Monthly,199,Active,Upgrade
SUB001116,CUST00989,Starter,2025-09-15,Monthly,49,Active,New
SUB001117,CUST00990,Growth,2025-07-18,Monthly,149.25,Active,New
SUB001118,CUST00991,Starter,2024-12-04,Monthly,49,Active,New
